Cliente,Nombre 1,Nombre 2,Calle,CP,Población
9100301896,TAVERNA TATXIN TATXIN,TAVERNA TATXIN TATXIN,CALLE SANT JOSEP 14,08401,GRANOLLERS
9100302461,BAR VITA,ZUPJIANG XU,CALLE ROGER DE FLOR 1,08401,GRANOLLERS
9100399265,BAR MERCADO,BAR MERCADO,PLAZA CASERNA S/N,08401,GRANOLLERS
9100399265,BAR MERCADO,BAR MERCADO,PLAZA CASERNA S/N,08401,GRANOLLERS
9100479079,RESTAURANTE EL SPOT,RESTAURANTE EL SPOT,CALLE MUSEU 10-12,08401,GRANOLLERS
9100509767,HOLLY'S,HOLLY'S,PLAZA PORXADA 21,08401,GRANOLLERS
9100523982,LA GRANJA ( DEGUSTACIO ),LA GRANJA ( DEGUSTACIO ),CALLE TRAVESSERES 43,08401,GRANOLLERS
9100527198,PALO SANTO COCKTAIL BAR,PALO SANTO COCKTAIL BAR,CR MIQUEL RICOMA 137,08401,GRANOLLERS
9100658144,CAN SANO,CAN SANO,RAMON LLULL 9,08401,GRANOLLERS
9100664303,TABATA,TABATA,Carrer de Corró 15,08401,GRANOLLERS
9100677377,COROMINES Coffee & Bakery Brunch,COROMINES Coffee & Bakery Brunch,Carrer de Joan Corominas 22,08401,GRANOLLERS
9100680026,EL GLAM MOMENTS,EL GLAM MOMENTS,Carrer Guayaquil 30,08401,GRANOLLERS
9100681218,BAR ZHOU,BAR ZHOU,Carrer d'Isabel de Villena 64,08401,GRANOLLERS
9100681231,BAR LA GRANJA,BAR LA GRANJA,Carrer de Roger de Flor 93,08401,GRANOLLERS
9100682415,TSURUTA RAMEN,TSURUTA RAMEN,Plaça Josep Maluquer i Salvador 20,08401,GRANOLLERS
9100682473,CAL JOAN,CAL JOAN,Carrer de Roger de Flor 75,08401,GRANOLLERS
9100685322,DATOTE AL BAGH,DATOTE AL BAGH,CALLE LLUIS COMPANYS 60,08401,GRANOLLERS
9100695278,EL REFUGI D´EN CUCH,EL REFUGI D´EN CUCH,Carrer de Sant Jaume 46,08401,GRANOLLERS
9100699710,CAN BIN RESTAURANTE,CAN BIN RESTAURANTE,Carrer de Roger de Flor 61,08401,GRANOLLERS
9100701777,RECTORIA DE PALAU,RECTORIA DE PALAU,Passeig Francesc Fàbregas 81,08401,GRANOLLERS
9100717340,PURE COFFEE,PURE COFFEE,SANTA ANA 25,08401,GRANOLLERS
9100723316,BAR TAST GRANOLLERS,BAR TAST GRANOLLERS,Carrer del Camp de les Moreres 3,08401,GRANOLLERS
9100727750,BAR LOCALET,BAR LOCALET,Carrer d'Alfons IV 48,08401,GRANOLLERS
9100729954,NOU PATUFET,NOU PATUFET,PLAZA JOSEP MARIA FOLCH I TORRES 12,08401,GRANOLLERS
9100735762,Granollers Indian Restaurante,Granollers Indian Restaurante,Carrer de Corró 36,08401,GRANOLLERS
9100737822,PECADOS,PECADOS,PLAZA JOSEP MARIA FOLCH I TORRES 14,08401,GRANOLLERS
9100744232,EL MENÚ,EL MENÚ,CALLE PONENT 12,08401,GRANOLLERS
9100747036,BAR CAPARROS,BAR CAPARROS,Carrer d'Alfons IV 38,08401,GRANOLLERS
9100751859,RESTAURANTE ANATOLIA,RESTAURANTE ANATOLIA,Carrer Rafael Casanova 60,08401,GRANOLLERS
9100751879,BAR CAFETERIA EL DOMI,BAR CAFETERIA EL DOMI,Carrer de Ponent 55,08401,GRANOLLERS
9100752730,CAFE LEO,CAFE LEO,Carrer de Josep Torras I Bages 29,08401,GRANOLLERS
9100756820,LA SEDA GRANOLLERS,LA SEDA GRANOLLERS,Carrer de Joan Prim 7,08401,GRANOLLERS
9100764052,BAR TIMANFAYA,BAR TIMANFAYA,Carrer de Tres Torres 2,08401,GRANOLLERS
9100764737,BAR CAFETERIA KALESSY,BAR CAFETERIA KALESSY,Carrer Rafael Casanova 50,08401,GRANOLLERS
118135,BK GRANOLLERS,BK GRANOLLERS,"MATAGALLS, S/N (ESQUINA C/CAMI DEL",08402,GRANOLLERS
118135,BK GRANOLLERS,BK GRANOLLERS,"MATAGALLS, S/N (ESQUINA C/CAMI DEL",08402,GRANOLLERS
9100553805,BAR RUI,BAR RUI,PLAZA JOSEP SERRAT I BONASTRE 18,08402,GRANOLLERS
9100041010,AQUI MATEIX,AQUI MATEIX,AVENIDA SANT ESTEVE 73,08402,GRANOLLERS
9100041103,BAR LA PRADERA,BAR LA PRADERA,CALLE BARTOLOME ESTEBAN MURILLO 31,08402,GRANOLLERS
9100042964,HOTEL CIUTAT DE GRANOLLERS,FONDESE S.L.,Turó d'en Bruguet 2,08402,GRANOLLERS
9100043144,LES GARGOLES DEL NORD,LES GARGOLES DEL NORD,CALLE MONTSENY 4,08402,GRANOLLERS
9100043853,BINGO CASINO,BINGO CASINO,GIRONA 3,08402,GRANOLLERS
9100044157,BAR RESTAURANT CAN CHEN,BAR RESTAURANT CAN CHEN,CALLE CRISTOFOL COLOM 23,08402,GRANOLLERS
9100094835,FRANKFURT JAVIS II,GENMU CHEN,GIRONA 36,08402,GRANOLLERS
9100120794,FLECA P.BRETCHA (C/ GIRONA),FLECA P. BRETCHA SL,GIRONA 49,08402,GRANOLLERS
9100151073,BAR XEICA,BAR XEICA,CALLE CRISTOFOL COLOM 16,08402,GRANOLLERS
9100238682,RSTE. EL CELLER DE CAN ROS,RSTE. EL CELLER DE CAN ROS,PLAZA JOSEP BARANGE 13,08402,GRANOLLERS
9100338195,BAR JUAQUIN,ZINPING CHEN,PASSEIG MUNTANYA 66,08402,GRANOLLERS
9100340763,"BAR ""LA OCA""","BAR ""LA OCA""",PLAZA CAN MONIC 7,08402,GRANOLLERS
9100341135,ATARASII,QUANTI GAO,CALLE JOAN PRIM 4,08402,GRANOLLERS
9100348821,FRANKFURT LA PLAÇA,FRANKFURT LA PLAÇA,CALLE VALLESPIR 10,08402,GRANOLLERS
9100355289,BAR LAS TAPAS,SUPING LIAN,CALLE ANGEL GUIMERA 12-14,08402,GRANOLLERS
9100503002,LA VERMOOD,LA VERMOOD,PLAZA PAU CASALS 4,08402,GRANOLLERS
9100513352,BAR COPACABANA,BAR COPACABANA,CALLE VALLESPIR 1,08402,GRANOLLERS
9100616552,BAR CAN JULI,BAR CAN JULI,CALLE FRANCESC MACIA 135,08402,GRANOLLERS
9100619658,A VOCADOS,A VOCADOS,PLAZA JOSEP BARANGE 2,08402,GRANOLLERS
9100658142,RESTAURANTE EL SOL,RESTAURANTE EL SOL,Carrer de Girona 161,08402,GRANOLLERS
9100661498,GIOVANNI,GIOVANNI,CALLE MONTSENY 1,08402,GRANOLLERS
9100678134,FORNO DI CAFFE VIVALDI,FORNO DI CAFFE VIVALDI,CALLE GIRONA 183,08402,GRANOLLERS
9100685852,VINOUS,VINOUS,Carrer d'Emili Botey Alsina 12,08402,GRANOLLERS
9100688641,BAR CAFETERIA LOS DOS 961,BAR CAFETERIA LOS DOS 961,CALLE COLOMBIA 14,08402,GRANOLLERS
9100698912,EL SAZON DE ROSARIO,EL SAZON DE ROSARIO,Carrer del pla de Baix 53,08402,GRANOLLERS
9100699983,bar cafeteria yaki,bar cafeteria yaki,Calle Girona 214,08402,GRANOLLERS
9100700301,TROBADA,TROBADA,Carrer Esteve Terrades 52,08402,GRANOLLERS
9100700874,DÉJÀ VU,DÉJÀ VU,Carrer Montseny 10,08402,GRANOLLERS
9100703647,Platillos,Platillos,Plaça de Pau Casals 14,08402,GRANOLLERS
9100718615,FRUTAS Y VERDURAS NAONY'S,FRUTAS Y VERDURAS NAONY'S,PLAZA CAN BASSA 1,08402,GRANOLLERS
9100718706,IMPERIAL,IMPERIAL,CARRER SANT JOSEP DE CALAÇANS 119,08402,GRANOLLERS
9100723039,IL PICCOLO BIONDO,IL PICCOLO BIONDO,CARRER JOSEP UMBERT 42,08402,GRANOLLERS
9100723531,RESTAURANTE XAP,RESTAURANTE XAP,Carrer de Girona 321,08402,GRANOLLERS
9100729258,FRANKFURT ARIES,FRANKFURT ARIES,Avinguda del Parc 5,08402,GRANOLLERS
9100729405,BAR TRIANA,BAR TRIANA,CALLE VALLESPIR 16,08402,GRANOLLERS
9100730939,MUSIC CLUB RADIKAL,MUSIC CLUB RADIKAL,Carrer Francisco de Quevedo 11,08402,GRANOLLERS
9100732766,BON QUALITAT,BON QUALITAT,Plaça Josep Torras i Bages 2,08402,GRANOLLERS
9100736806,Centre Vallès,Centre Vallès,Carrer de Veneçuela 86,08402,GRANOLLERS
9100737231,Bar Els 4 Vents,Bar Els 4 Vents,Passeig de la Muntanya 154,08402,GRANOLLERS
9100738166,BONA TAPA,BONA TAPA,Passeig de la Muntanya 145,08402,GRANOLLERS
9100742644,EPICUS BAR,EPICUS BAR,Calle Josep Umbert 130,08402,GRANOLLERS
9100742712,ROCA UMBERT FABRICA DELS ARTS,ROCA UMBERT FABRICA DELS ARTS,ENRIC PRAT DE LA RIBA 77,08402,GRANOLLERS
9100743172,FORN LA CARMEN,FORN LA CARMEN,Carrer Esteve Terrades 44,08402,GRANOLLERS
9100743868,BAR XARANA GRANOLLERS,BAR XARANA GRANOLLERS,Carrer del pla de Baix 51,08402,GRANOLLERS
9100745043,Bar Plata,Bar Plata,Avinguda Sant Esteve 96,08402,GRANOLLERS
9100747591,Dania’s Bistro & Grill | Granollers,Dania’s Bistro & Grill | Granollers,Carrer Montseny 4,08402,GRANOLLERS
9100750645,BAR LA GAVINA,BAR LA GAVINA,Carrer de Girona 122,08402,GRANOLLERS
9100755605,Bar Restaurante L'Arpa,Bar Restaurante L'Arpa,Carrer Bertran de Seva 1,08402,GRANOLLERS
9100756365,LAPONIA CAFE,LAPONIA CAFE,PLAZA JOSEP TORRAS I BAGES 2,08402,GRANOLLERS
9100758269,CASA TOI,CASA TOI,Carrer de l'Hospital 7,08402,GRANOLLERS
9100762486,CAFETERIA LA CANTONADA,CAFETERIA LA CANTONADA,Carrer de Montserrat Roig 19,08402,GRANOLLERS
128003,HG CERVECERIA,HG CERVECERIA,"CALLE FRANSCESC RIBAS, 64",08402,GRANOLLERS
9100694685,L'ORIGEN,L'ORIGEN,Carrer de Sant Pere 7,08560,MANLLEU
9100691956,CAFETERIA DULCE DALIA,CAFETERIA DULCE DALIA,Plaça de Fra Bernadí 22,08560,MANLLEU
9100381861,VIOS BAR,VIOS BAR,AVENIDA ROMA 122,08560,MANLLEU
9100722376,BAR LOS CAZADORES MANLLEU,BAR LOS CAZADORES MANLLEU,Avinguda Bellmunt 25,08560,MANLLEU
9100728312,Bar Tissana,Bar Tissana,Carrer de Ripoll 20,08560,MANLLEU
9100641799,ROCK HOUSE,ROCK HOUSE,CALLE JOAN CODINA VIVET S/N,08560,MANLLEU
9100593250,GRANJA CAFETERIA ROMA,GRANJA CAFETERIA ROMA,AVENIDA ROMA 106,08560,MANLLEU
9100577717,CAFETERIA CATALUNYA,CAFETERIA CATALUNYA,Carrer del Montseny 98,08560,MANLLEU
9100540106,BON PROFIT,BON PROFIT,CALLE DOÑ BLANCA 114,08560,MANLLEU
9100536121,BAR VILAMIROSA,BAR VILAMIROSA,CALLE VILAMIROSA 92,08560,MANLLEU
9100520242,BAR UNIO,BAR UNIO,PASEO SANT JOAN 110,08560,MANLLEU
9100494853,EL MOLINET,EL MOLINET,AVENIDA PUIGMAL 100,08560,MANLLEU
9100494288,BAR TAPES I TAPETES,BAR TAPES I TAPETES,PASEO SANT JOAN 194,08560,MANLLEU
9100487378,NOVA OFICINA,NOVA OFICINA,AVENIDA ROMA 220,08560,MANLLEU
9100485303,BAR KANGMIYU,BAR KANGMIYU,CALLE LLEIDA 58,08560,MANLLEU
9100479427,PUB XAUXA,PUB XAUXA,CALLE ENRIC DELARIS 16,08560,MANLLEU
9100467000,BAR SEGORB NOU,BAR SEGORB NOU,CALLE SOGORB 73,08560,MANLLEU
9100420376,BAR ARAMAN,BAR ARAMAN,CALLE GARCIA ESTRADA 20,08560,MANLLEU
9100326018,CROISSANTERIA NACCAR,CROISSANTERIA NACCAR,Carrer de Núria 24,08560,MANLLEU
9100301063,CROISSANTERIA CAPRICI,CROISSANTERIA CAPRICI,CALLE TORRENT MAGI 80,08560,MANLLEU
9100253099,BAR PIRRI,BAR PIRRI,PLAZA SARDANA 1,08560,MANLLEU
9100206311,E.S MANLLEU,E.S MANLLEU,Carrer Francesc Puget 2,08560,MANLLEU
9100194884,CAFE ANTIC,CAFE ANTIC,CARRETERA BV-5224 (TORELLO) KM 1,08560,MANLLEU
9100169134,REST.CAL BATLLE,REST.CAL BATLLE,AVENIDA PIRINEUS S/N,08560,MANLLEU
9100160354,LA COVA DEL VERMUT,LA COVA DEL VERMUT,Plaça de Fra Bernadí 3,08560,MANLLEU
9100159434,BAR KUNDALINI,BAR KUNDALINI,CARRETERA OLOT 58,08560,MANLLEU
9100159298,BAR LES VOLTES,BAR LES VOLTES,PLAZA FRA BERNADI 15,08560,MANLLEU
9100158995,BAR QUINTO I TAPA,BAR QUINTO I TAPA,CARRETERA OLOT 77,08560,MANLLEU
9100158872,BAR LA PARADA,BAR LA PARADA,CALLE PUIGSACALM 15,08560,MANLLEU
9100158492,BAR KOALA,BAR KOALA,PLAZA FRA BERNADI 12,08560,MANLLEU
9100159254,COMERCIAL F.LEIVA,COMERCIAL F.LEIVA,CALLE SOGORB 79,08560,MANLLEU
9100058412,PIANOLA BAR,PIANOLA BAR,CALLE PONT 15,08560,MANLLEU
9100056427,FRANFURT 86,FRANFURT 86,AVENIDA ROMA 221,08560,MANLLEU
9100057531,BAR MERCAT,BAR MERCAT,CALLE PINTOR GUARDIA 6,08560,MANLLEU
9100042378,BAR LA CANTONADA,BAR LA CANTONADA,Carrer Major 31,08150,PARETS DEL VALLES
9100042685,GRANJA BAR EL MASET,GRANJA BAR EL MASET,Plaça de la Vila 8,08150,LLIÇÀ DE VALL
9100043482,BAR KEBAR,BAR KEBAR,CALLE ARAGO 13,08150,PARETS DEL VALLES
9100044179,BAR EMPORDA,BAR EMPORDA,CALLE L'EMPORDA 27,08150,PARETS DEL VALLES
9100044290,CAF# PARIS,CAF# PARIS,CALLE MONISTROL 1,08150,PARETS DEL VALLES
9100227177,BAR FRANKFURT INSBRUCK,BAR FRANKFURT INSBRUCK,CALLE INDEPENDENCIA 51,08150,PARETS DEL VALLES
9100264438,CAFETERIA XURRERIA 20 JA,CAFETERIA XURRERIA 20 JA,LLIBERTAT 2,08150,PARETS DEL VALLES
9100366757,BAR RESTAURANT LA PLAÇA,PETIT GALERA - LA PLAÇA S.L,PLAZA VILA S/N,08150,PARETS DEL VALLES
9100382635,CLUB PETANCA PARETS,CLUB PETANCA PARETS,CALLE VICTOR CATALA 2,08150,PARETS DEL VALLES
9100382635,CLUB PETANCA PARETS,CLUB PETANCA PARETS,CALLE VICTOR CATALA 2,08150,PARETS DEL VALLES
9100413240,CAN LITU'S,CAN LITU'S,CALLE VICTOR CATALA 9,08150,PARETS DEL VALLÈS
9100413240,CAN LITU'S,CAN LITU'S,CALLE VICTOR CATALA 9,08150,PARETS DEL VALLÈS
9100486030,CAMPO FUTBOL PARETS,CAMPO FUTBOL PARETS,Carrer de Víctor Català 18,08150,PARETS DEL VALLES
9100058807,IL PICCOLO BIONDO,IL PICCOLO BIONDO,CALLE SANT JORDI 8,08560,MANLLEU
9100058807,IL PICCOLO BIONDO,IL PICCOLO BIONDO,CALLE SANT JORDI 8,08560,MANLLEU
9100617124,FOOD TRUCK,FOOD TRUCK,CARRER SANT JAUME 134,08150,PARETS DEL VALLES
9100617475,VERMUTERIA Y TAPERIA CAMACHO,VERMUTERIA Y TAPERIA CAMACHO,AVENIDA PEDRA DEL DIABLE 28,08150,PARETS DEL VALLES
9100643487,BAR JALEY (PARETS),BAR JALEY (PARETS),Avinguda de Francesc Macià 11,08150,PARETS DEL VALLES
9100652615,RESTAURANTE SIBLINGS,RESTAURANTE SIBLINGS,Carrer del Raval 1,08150,PARETS DEL VALLES
9100661113,BAR LA ESQUINITA,BAR LA ESQUINITA,Avinguda de Catalunya 102,08150,PARETS DEL VALLES
9100661227,BAR AVENIDA PARETS,BAR AVENIDA PARETS,Avinguda de Catalunya 129,08150,PARETS DEL VALLES
9100670427,La Tasca,La Tasca,Carrer de Monistrol 1,08150,PARETS DEL VALLES
9100671265,RESTAURANT GUST D'ASIA,RESTAURANT GUST D'ASIA,Avinguda de Francesc Macià 12,08150,PARETS DEL VALLES
9100692245,Bar 20 PA K,Bar 20 PA K,Avinguda de Catalunya 133,08150,PARETS DEL VALLES
9100698420,VIKELS,VIKELS,Carrer de la Mina 8,08150,PARETS DEL VALLES
9100701217,BACROM,BACROM,CALLE GARBI 12,08150,PARETS DEL VALLES
9100701291,BAR BRICOLAJE DEPOT,BAR BRICOLAJE DEPOT,CALLE DE LA BASSA S/N,08150,PARETS DEL VALLES
9100733333,TAPAS KEBAB,TAPAS KEBAB,PLAZA MOSSEN PERE BATLLE 1,08150,PARETS DEL VALLES
9100733969,RESTAURANT BRUNCH,RESTAURANT BRUNCH,CALLE XALOC 1,08150,PARETS DEL VALLES
9100738774,CAN MARIO,CAN MARIO,Carrer del Pla dels Estudiants 40,08560,MANLLEU
9100742503,BAR EL TROPEZON,BAR EL TROPEZON,Carrer Doctor Fleming 46,08560,MANLLEU
9100746992,RESTAURANTE EUROPEO CONGOST,RESTAURANTE EUROPEO CONGOST,CALLE CONGOST 1,08150,PARETS DEL VALLES
9100747472,BAR WEI,BAR WEI,Carrer de Tarragona 50,08560,MANLLEU
9100747929,Restaurant bar Mundial,Restaurant bar Mundial,Carrer d'en Santiago Rusiñol 54,08560,MANLLEU
9100758135,MANLLEUET Cerveseria Restaurant,MANLLEUET Cerveseria Restaurant,Plaça de Fra Bernadí 23,08560,MANLLEU
9100759612,AKI MISMO,AKI MISMO,Carrer Salvador Espriu 6,08150,PARETS DEL VALLÈS
9100759982,BAR NOU,BAR NOU,Parc d'Àngela Roca 7,08560,MANLLEU
9100761848,DAHLIA PASTISSERIA,DAHLIA PASTISSERIA,Carrer d'Aragó 11,08150,PARETS DEL VALLÈS
9100766615,HLT,HLT,Carrer Doctor Fleming 53,08560,MANLLEU
9100751000,Club Tennis Barcino,Club Tennis Barcino,Plaça de Narcisa Freixas 2,08022,BARCELONA
9100736471,AUTENTIK'S,AUTENTIK'S,Carrer de Fructuós Gelabert 1,08970,SANT JOAN DESPI
9100736476,AUTENTIK’S CAMPO DE FUTBOL,AUTENTIK’S CAMPO DE FUTBOL,Avinguda de Barcelona 64,08970,SANT JOAN DESPI
119717,903100 PLASTICOS TA-TAY,903100 PLASTICOS TA-TAY,"CTRA. SANT ADRIA A LA ROCA, KM. 15,",08170,MONTORNÈS DEL VALLÈS
119717,903100 PLASTICOS TA-TAY,903100 PLASTICOS TA-TAY,"CTRA. SANT ADRIA A LA ROCA, KM. 15,",08170,MONTORNÈS DEL VALLÈS
9100042801,BRASERIA CAMPINS,BRASERIA CAMPINS SL,Avinguda del Riu Mogent 1,08170,MONTORNÈS DEL VALLÈS
9100055035,RTE. CA LA POLI,RTE. CA LA POLI,CALLE MAJOR 61,08170,MONTORNES DEL VALLES
9100055275,MERCAT DEL CARME BAR,MERCAT DEL CARME BAR,CALLE FEDERICO GARCIA LORCA 3,08170,MONTORNES DEL VALLES
9100055925,BAR SALON DEPORTIVO,AGUILAR SAEZ MANUEL,BLAS INFANTE 2,08170,MONTORNES DEL VALLES
9100120688,CAFE BAR LA FONT,CAFE BAR LA FONT,PLAZA LA FONT 1,08170,MONTORNES DEL VALLES
9100125812,CAN SALA,NICE&WELLCOMING HOME SLU,JOSEP TERRADELLAS SN,08170,MONTORNES DEL VALLES
9100129120,GRANJA SANTIAGO,GRANJA SANTIAGO,CALLE BLAS INFANTE 8,08170,MONTORNES DEL VALLES
9100154524,BAR MAJOR 47,BAR MAJOR 47,PLAZA PAU PICASSO 1,08170,MONTORNES DEL VALLES
9100154591,MERENDERO CAN XEC,MERENDERO CAN XEC,CALLE VILANOVA S/N,08170,MONTORNES DEL VALLES
9100198106,BAR ISLA CRISTINA,BAR ISLA CRISTINA,CALLE PALAU D'AMETLLA 14,08170,MONTORNES DEL VALLES
9100199450,NOU HOLIDAYS,NOU HOLIDAYS,CALLE L'ESTRELLA 12,08170,MONTORNES DEL VALLES
9100296409,BAR CULIBLANCO - CAMPO FUTBOL ATLET,BAR CULIBLANCO - CAMPO FUTBOL ATLET,Carrer del Gran Vial 3,08170,MONTORNÈS DEL VALLÈS
9100513843,RESTAURANTE INJA,RESTAURANTE INJA,CARRETERA SANT ADRIA DEL BESOS-L 17,08170,MONTORNÈS DEL VALLÈS
9100636763,Pizzeria Daniele,Pizzeria Daniele,Carrer de Sant Isidre 13,08170,Montornès del Vallès
9100669904,El Racó d'en Joan,El Racó d'en Joan,Carrer de Carles Riba 3,08170,MONTORNÈS DEL VALLÈS
9100702913,BAR MARIA,BAR MARIA,Carrer del Sol 3,08170,MONTORNÈS DEL VALLÈS
9100724298,WOOD & COFFEE,WOOD & COFFEE,Carrer de Jacint Verdaguer 9,08170,MONTORNÈS DEL VALLÈS
9100725292,Forn La Miranda coffe & Beer,Forn La Miranda coffe & Beer,Carrer la Pau 10,08170,MONTORNÈS DEL VALLÈS
9100726583,BRASERIA LA TEJA,BRASERIA LA TEJA,Carrer Major 57,08170,MONTORNÈS DEL VALLÈS
9100728401,BAR CAFETERIA ATLAS,BAR CAFETERIA ATLAS,Carrer de Sant Isidre 16,08170,MONTORNÈS DEL VALLÈS
9100728505,BAR PLAZA PUEBLO,BAR PLAZA PUEBLO,Plaça del Poble 14,08170,MONTORNÈS DEL VALLÈS
9100729533,CAFETERIA LA CANTONADA,CAFETERIA LA CANTONADA,BV-5001 32-34,08170,MONTORNÈS DEL VALLÈS
9100752742,Bar Baudilio,Bar Baudilio,Carrer de Federico García Lorca 2,08170,MONTORNÈS DEL VALLÈS
9100752760,ARTICAT(FANTASIAS Y SONRISAS),ARTICAT(FANTASIAS Y SONRISAS),CALLE CONSELL DE CENT 5,08170,MONTORNÈS DEL VALLÈS
9100760817,OASIS,OASIS,Carrer de Federico García Lorca 23,08170,MONTORNÈS DEL VALLÈS
9100676061,Bar Tapas Bike,Bar Tapas Bike,PASSEIG DE LA FLORIDA 15,08130,SANTA PERPÈTUA DE MOGODA
9100743597,EL PUNT DE TROBADA,EL PUNT DE TROBADA,CARRER COLOM 209,08223,TERRASSA
9100743608,BAR LA PENYA 1,BAR LA PENYA 1,CARRETERA MONTCADA 148,08223,TERRASSA
9100745932,Bar Troika,Bar Troika,Carrer del Germà Joaquim 55,08223,TERRASSA
9100727035,BAR EL TUPÍ,BAR EL TUPÍ,Avinguda Nostra Senyora de Monts 22,08504,SANT JULIÀ DE VILATORTA
9100723081,Els Angelets de Sobrevia,Els Angelets de Sobrevia,Carretera Seva 2,08554,SANT MIQUEL DE BALENYA
9100666742,JUDIT SERRA CORCOLL,JUDIT SERRA CORCOLL,Carrer del Tiŀler 27,08503,GURB
9100741999,Forn de Pa Gaba,Forn de Pa Gaba,Avinguda Catalunya 3,08105,SANT FOST DE CAMPSENTELLES
9100736469,Cafeteria Nova & Gent,Cafeteria Nova & Gent,Carrer de Milà 22,08917,BADALONA
9100722593,BAR CAN PLANOLES,BAR CAN PLANOLES,Carrer Ramon Pujols Claveras 42,08510,RODA DE TER
9100703787,FORN ANFRUNS PAVICSA,FORN ANFRUNS PAVICSA,Carrer Gran 15,08506,CALLDETENES
9100703223,CASANOVA DEL CASTELL,CASANOVA DEL CASTELL,CASA NOVA DEL CASTELL S/N,08585,MONTESQUIU
9100691332,PISCINES SANT QUIRZE,PISCINES SANT QUIRZE,Carrer del Mestre Quer 12,08580,SANT QUIRZE DE BESORA
9100677847,CLUB DARDS BESORA,CLUB DARDS BESORA,AUTOVIA C-17 S/N,08580,SANT QUIRZE DE BESORA
9100695204,HORDES SPT,HORDES SPT,Carrer Josep Vilanova 27,08572,SANT PERE DE TORELLÓ
9100723139,CAFETERIA GAUDEIX,CAFETERIA GAUDEIX,CALLE DEL CASAL 1,08415,BIGUES I RIELLS
9100737399,MAISON DU GRAIN (STA EULALIA),MAISON DU GRAIN (STA EULALIA),CALLE DE LA FABRICA 26,08187,SANTA EULALIA DE RONÇANA
9100747990,Pavelló Municipal de Ripoll,Pavelló Municipal de Ripoll,Carrer de Concepció Ducloux s/n,17500,RIPOLL
9100723869,RESTAURANT AL GRA,RESTAURANT AL GRA,AVINGUDA DEL CASTELL 18,08570,TORELLO
9100747927,Iris café,Iris café,Passeig de l'Ametlla 19,08480,L'AMETLLA DEL VALLÈS
9100682560,EL BARETU,EL BARETU,PASEO TER S/N,08585,MONTESQUIU
9100758280,CARNICERIA RODRIGUEZ,CARNICERIA RODRIGUEZ,Carrer Rosselló 22,08521,BELLAVISTA
9100628975,MESON 20 P KA,MESON 20 P KA,PASAJE MARTI S/N,08185,LLIÇÀ DE VALL
9100653354,REST. EL PASO,REST. EL PASO,Camí de la Pineda 6,08186,LLIÇÀ D'AMUNT
9100653355,EL TIRO DE GRANOLLERS,EL TIRO DE GRANOLLERS,Passeig l'Alzina 1,08420,CANOVELLES
9100659648,GRANBARA,GRANBARA,Carrer de Joanot Martorell 34,08403,GRANOLLERS
9100662674,Comercial  Bebidas Burj SL,Comercial  Bebidas Burj SL,Passeig de la Conca de Besòs 45,08403,GRANOLLERS
9100666589,CLUB CAL ARTIGUES,CLUB CAL ARTIGUES,Carrer de la Ribera d'Ebre 56,08186,LLIÇÀ D'AMUNT
9100677459,PADELIN,PADELIN,Carrer Can Nadal 12,08185,LLIÇÀ DE VALL
9100678295,TAPETES BAR,TAPETES BAR,Passeig de les Corts Catalanes 7,08160,MONTMELÓ
9100679516,Asso. Gent Gran Llissa de Munt,Asso. Gent Gran Llissa de Munt,Carrer de Folch i Torres 102,08186,LLIÇÀ D'AMUNT
9100679898,CAFETERIA LONDONET,CAFETERIA LONDONET,Carrer d'Anselm Clavé 60,08186,LLIÇÀ D'AMUNT
9100679906,LES TRES COPES RESTAURANT,LES TRES COPES RESTAURANT,Carrer de Barcelona 136,08105,SANT FOST DE CAMPSENTELLES
9100681160,RESTAURANT NOU CAP MANY,RESTAURANT NOU CAP MANY,CALLE GALILEU GALILEI 16,08403,GRANOLLERS
9100683566,CULTURAL LA FABRICA,CULTURAL LA FABRICA,Camí del Gual 11,08187,SANTA EULÀLIA DE RONÇANA
9100698329,MESON 20 P KA,MESON 20 P KA,PASAJE MARTI S/N,08185,LLIÇÀ DE VALL
9100717355,BAR LA CANYA - 3,BAR LA CANYA - 3,CALLE RAFAEL CASANOVA 6,08186,LLIÇÀ D'AMUNT
9100723356,KAIA,KAIA,Avinguda dels Països Catalans 90,08186,LLIÇÀ D'AMUNT
9100726650,BAR DEL CENTRO,BAR DEL CENTRO,CALLE ANSELM CLAVE 70,08186,LLIÇÀ D'AMUNT
9100729132,BAR ZONA ZERO,BAR ZONA ZERO,CALLE MATARRANYA 2,08186,LLIÇÀ D'AMUNT
9100729658,AVITU CAFE,AVITU CAFE,Carrer Raval 5,08185,PARETS DEL VALLES
9100729943,PIZZERIA MAYOR,PIZZERIA MAYOR,Carrer Major 27,08160,MONTMELÓ
9100733355,EL BAR DE LA ISA,EL BAR DE LA ISA,Carrer Barcelona 60,08521,BELLAVISTA
9100735422,BOKAO,BOKAO,CALLE VIC 7,08160,MONTMELÓ
9100735547,Casal Avis Extremadura,Casal Avis Extremadura,Pasaje Extremadura S/N,08521,LES FRANQUESES DEL VALLES
9100736215,Hotel Solana Del Ter,Hotel Solana Del Ter,C-17 17,17500,RIPOLL
9100736235,Restaurant El Roquet,Restaurant El Roquet,Carrer Pirineu S/N,08519,TAVERNOLES
9100736259,Restaurant Fussimanya,Restaurant Fussimanya,Ctra. Parador Km. 7,08519,TAVÈRNOLES
