Material,Número de material,Ce.,Alm.,UMB,Fabricante,Número de un fabricante,Ubic.
0LM0396,SANTEX GUANTES VINILO AZUL TALLA P 100U,D131,0005,CAJ,43786,"SANTEX 2000 INTERNACIONAL, SL",ZCG
0LM0398,SANTEX GUANTES VINIL  AZUL TALLA G 100U,D131,0005,CAJ,43786,"SANTEX 2000 INTERNACIONAL, SL",ZCG
0LM0406,BALNIC  LIMPIADOR DE BAÑOS 1LT,D131,0005,BOT,30672,DDI PROVEA S.L (CENTRAL),ZCG
0LM0423,QUID TAZA TE ASA 25CL 3U Q.SUPR,D131,0005,PAK,24325,"ADI HOGAR Y HOSTELERÍA IBERIA, S.L.",ZCG
0LM0439,GC CELULOSA IND ECO 2C 2U,D131,0005,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM0440,"PIEDRA HORNO 36,5X24 C/SOPORTE",D131,0005,CAJ,43418,"BEST PLASTIC ECOPACKAGING, SL",ZCG
0LM0452,LEJIA FLOQUET 1L 15U,D131,0005,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LM0469,GC SERVILLT NATURE RECICL 1C 17X17 400U,D131,0005,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM0470,DON PALILLO TENEDOR  1000U,D131,0005,CAJ,43417,"BADAREGAL, SA",ZCG
0LM0474,TECNOPACKING ESTROPAJO VERDE+ESPONJA 20U,D131,0005,PQ,13419,"TECNOPACKING, S.L.",ZCG
0LM0475,DON PALILLO BROCHETA 15CM  200X15U,D131,0005,CAJ,43417,"BADAREGAL, SA",ZCG
0LM0484,PALILLOS ENVASE REDONDO 25U,D131,0005,CAJ,43418,"BEST PLASTIC ECOPACKAGING, SL",ZCG
0LM0495,GC-NATURE SERVILL.2C RECICLDO 33x33 50U,D131,0005,UN,34351,GOMA CAMPS SAU,ZCG
0LM0504,GC SERVILLETA 1C 30x30 GC 100U,D131,0005,UN,34351,GOMA CAMPS SAU,ZCG
0LM0506,GC SECAMANOS NATURE 2C.106M 235X200 6U,D131,0005,CAJ,34351,GOMA CAMPS SAU,ZCG
0LM0540,BEST PLASTIC VASO TUBO VIDRIO 315cc 24U,D131,0005,CAJ,43418,"BEST PLASTIC ECOPACKAGING, SL",ZCG
0LM1164,TAPA PP PARA ENVASE RECTANGULAR KRAFT 50,D131,0005,CAJ,43447,"COMERCIAL GEMAVI IMPORT, SL",ZCG
0LM2488,COMBO VASO+TAPA NAT 7OZ 200CC 50U,D131,0005,PAK,15570,"COMERGRUP, S.L.",ZCG
0LT0013,ATO NATURA ENTERA BRIK 1L.6U,D131,0005,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LT0014,ATO NATURA SEMI BRIK 1L.6U,D131,0005,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LT0015,ATO NATURA DESNATADA 1L.BRIK 6U,D131,0005,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LT0042,ATO SEMI SIN LACTOSA BRIK 1L 6U,D131,0005,CAJ,15570,"COMERGRUP, S.L.",ZCG
0LT0061,SOLAR LECHE ENTERA  1L BRIK 6U,D131,0005,CAJ,40089,GRUPO LECHE RIO S.A.,ZCG
0LT0073,ATO NATA ESPRAY 250G 1U,D131,0005,UN,15570,"COMERGRUP, S.L.",ZCG
0LT0074,CASTILLO NATA COCINA 1L BRIK,D131,0005,UN,30453,LACTALIS FOOD SERVICE IBERIA S.L,ZCG
0LT0078,ASTURIANA NATA MONTAR35% 1L BK,D131,0005,UN,36336,CORPORACION ALIMENTARIA PEÑASANTA S,ZCG
0RF0086,/-TRINA LIMON  LATA 24U,D131,0005,CAJ,33298,"SCHWEPPES, S.A.",ZCG
0VE0032,PROTOS CRIANZA D.O.RIBERA DEL DUERO 75CL,D131,0005,BOT,43435,"BODEGAS PROTOS, SL",ZCG
0VE0048,SEGURA VIUDAS ARIA BRUT NATURE 75CL 6U,D131,0005,CAJ,33786,CAVAS J.HILL SL,ZCG
0VE0075,CUNE RIOJA CRIANZA 75CL 1U,D131,0005,BOT,31774,(CVNE) Compañía Vinícola del Norte,ZCG
0VE0081,"CUNE 37,5CL CRIANZA 12U",D131,0005,CAJ,31774,(CVNE) Compañía Vinícola del Norte,ZCG
0VE0091,EL PRIOR MOSCATELL 75CL 1U,D131,0005,BOT,31184,ROQUETA ORIGEN SLU,ZCG
0VE0099,BANDEIRA OPORTO BAG IN BOX 3L,D131,0005,UN,37071,"BARDINET, S.L.",ZCG
0VE0120,MIA MOSCATO ROSADO 75CL 1U,D131,0005,BOT,32986,COMERCIAL GRUPO FREIXENET SA,ZCG
0VE0123,J.SALLA MOSCATELL 75CL 1U,D131,0005,BOT,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0VE0126,J.SALLA ALTARIS VINO DULCE 75CL,D131,0005,BOT,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0VE0411,ESPINALER VERMUT NEGRO 5L,D131,0005,UN,13667,ESPINALER 1896 SL,ZCG
0VE0412,BANDEIRA OPORTO  75CL 1U,D131,0005,BOT,37071,"BARDINET, S.L.",ZCG
0VE0420,PEDRO XIMENEZ REAL TESORO 75CL 1U,D131,0005,BOT,37901,GRUPO OSBORNE SA,ZCG
0VE0425,ZARRO VERMUT ESPEC.TABERNA 75c 1U,D131,0005,UN,37156,"BEBIDAS MAGERIT, S.L.",ZCG
0VE0426,ZARRO VERMUT ROJO ESP.5L,D131,0005,UN,37156,"BEBIDAS MAGERIT, S.L.",ZCG
0VE0428,YZAGUIRRE CLASSIC VERMOUTH BLANCO 1L 1U,D131,0005,BOT,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0VE0429,YZAGUIRRE RESERVA VERMOUTH ROJO 1L 1U,D131,0005,BOT,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0VE0430,YZAGUIRRE CLASSIC VERMOUTH ROJO 1L 1U,D131,0005,BOT,35883,IMPORTACIONES Y EXPORTACIONES VARMA,ZCG
0VE0434,MORILES COBOS BOX 15L,D131,0005,BOT,44824,"NAVISA INDVINICOLA ESPAÑOLA, SA",ZCG
0VE0437,ESPINALER VERMUT TINTO 75CL 1U,D131,0005,UN,13667,ESPINALER 1896 SL,ZCG
0VE0438,ESPINALER VERMUT BLANCO 75CL 1U,D131,0005,UN,13667,ESPINALER 1896 SL,ZCG
0VE2737,MARQUES DE CACERES TINTO CRIANZA 75CL 1U,D131,0005,UN,40023,UNION VITINICOLA S.A. MARQ. CACERES,ZCG
0ZU0009,GRANINI MELOCOTON 1L PET 6U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0010,GRANINI NARANJA 1L PET 6U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0013,GRANINI PIÑA 1L PET 6U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0016,GRANINI 100% MANZANA  1L PET 6U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0017,GRANINI COCTEL FRUTAS 20CL 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0018,GRANINI  ARANDANOS 20CL 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0022,GRANINI NARANJA ZANAHORIA ACE 20CL 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0023,GRANINI PERA  20CL 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0025,GRANINI TOMATE 20CL 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0026,GRANINI MANZANA  20CL 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0027,LAMBDA MELOCOTON SIN 20CL 24U,D131,0005,CAJ,30399,PREMIUM MIX GROUP S.L,ZCG
0ZU0028,LAMBDA NARANJA SIN 20CL 24U,D131,0005,CAJ,30399,PREMIUM MIX GROUP S.L,ZCG
0ZU0029,LAMBDA PIÑA  SIN 20CL 24U,D131,0005,CAJ,30399,PREMIUM MIX GROUP S.L,ZCG
0ZU0033,GRANINI ARANDANOS ROJOS 1L PET 6U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0047,PAGO NARANJA  20CL SR 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0048,PAGO PIÑA 20CL SR 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0049,PAGO MELOCOTON  20CL SR 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0050,PAGO NARANJA-ZANAH-LIMÓN  20CL SR 24U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0056,GRANINI MELOCOTON 33CL PET 12U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0065,GRANINI PIÑA 33CL PET 12U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0ZU0086,GRANINI NARANJA 20CL MINIBRIK 30U,D131,0005,CAJ,1172,"ECKES GRANINI IBERICA, S.A.",ZCG
0AG0003,FONT D.OR NATURAL 1L RET 12U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,AC08A3
0AG0004,FONT D.OR NATURAL 1/2 PET 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,EB10A1
0AG0005,FONT D.OR NATURAL 1/2 RET 20U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,AC08A2
0AG0006,FONT D.OR NATURAL 1/3 PET 35U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,EA01A2
0AG0007,"FONT D.OR NATURAL 1,5L PET 12U",D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,EB09A1
0AG0009,VICHY CATALAN GAS 1L SR 12U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,DB07A1
0AG0010,VICHY CATALAN GAS 1L RET 12U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,AC07A2
0AG0011,VICHY CATALAN GAS 1/2 RET 20U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,AC07A1
0AG0019,FONT D.OR MAXIMUM NATURAL 1/2 RET 20U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,AC08A1
0AG0021,FONT D.OR MAXIMUM NATURAL 1L RET 12U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,AC07A3
0AG0022,VICHY 1881 GAS 1/3 RET 20U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,BB04A3
0AG0026,VICHY CATALAN LIMON 1/3 LATA 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,ZCG
0AG0027,VICHY CATALAN GAS 1/3 LT SLEEK 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,CB05A3
0AG0039,"FONT D.OR NATURAL 1,5L PET 6U",D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,EB08A1
0AG0047,FONT D.OR NATURAL 8L GARRAFA 1U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,BC01A1
0AG0084,SAN PELLEGRINO GAS 1L PET 6U,D131,0001,CAJ,3834,"NESTLE ESPAÑA, S.A.",A0DISTRIDA
0AG0085,SAN PELLEGRINO GAS 1/2 PET 24U,D131,0001,CAJ,3834,"NESTLE ESPAÑA, S.A.",A0DISTRIDA
0AG0087,VICHY CATALAN 1881 GAS 1/3 SR 20U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,ZCG
0AG0090,FONT D.OR NATURAL 1/3 LATA 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,CB05A2
0AG0091,VICHY CATALAN 1881 GAS 3/4 SR 12U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,ZCG
0AG0092,MALAVELLA AGUA CON GAS 30CL RET 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,A0DISTRIDA
0AG0107,EUROACQUA NATURAL 8L GARRAFA 1U,D131,0001,UN,30399,PREMIUM MIX GROUP S.L,EA04A1
0AG0111,VICHY CATALAN PLUS LIMA LIMON 1/3 LT 24U,D131,,,,,ZCG
0AG0117,LES CREUS DIAMANT NATURAL 1L RET 12U,D131,,,,,ZCG
0AG0119,FONT D.OR NATURAL 5L PET 4U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,EA05A3
0AG0125,VICHY FRUIT PIÑA-COCO 1/2 PET 24U,D131,,,,,ZCG
0AG0181,FONT D.OR NATURAL 30CL RET 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,DA05A2
0AG0182,VICHY CATALAN SYSPACK GAS 30CL SR 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,DB06A2
0AG0183,VICHY CATALAN GAS 30CL RET 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,BA01A1
0AG0231,VICHY CATALAN 1/2 PET P6 4U,D131,,,,,ZCG
0AG0243,MALAVELLA GAS 1/2 RET 20U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,BA06A3
0AG0336,FONT D.OR BIBEX NATURAL 1/2 SR 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,EA01A3
0AG0391,MALAVELLA AGUA CON GAS 1/1 RET 12U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,BA06A2
0AG0429,VICHY CATALAN CUPRA LIME 1/3 LATA 24U,D131,,,,,ZCG
0AG0435,FONT DEL REGAS GARRAFA 8L 42 AZUL 2U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,BC05A2
0AG0454,VICHY CATALAN PINK POMELO 1/3 SLEEK 24U,D131,0001,CAJ,30399,PREMIUM MIX GROUP S.L,AA
0AM0166,"KIKKOMAN SALSA SOJA 1,9L",D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM0254,KIKKOMAN SALSA SOJA 1L,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM0292,"BISCUITS GALICIA MINI MAGD CHOCO 1,5KG",D131,0001,CAJ,30463,"BISCUITS GALICIA, S.L.",FB05A2
0AM0421,"MILLAS ALIOLI CUBO 1,85L",D131,0001,UN,30456,"ACEITES MILLÀS, S.L.",FC04B3
0AM0484,CACAOLAT PASTELITOS P10,D131,0001,UN,17915,GRUPO CACAOLAT S.L.,AA0000
0AM0623,PONS VINAGRE BALSAMICO DE MODENA 5L,D131,0001,UN,43401,"GRUP PONS SINCE 1945, SL",ZCG
0AM0714,NUTELLA 3 KG,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM0789,CORTIZO ATUN RALLADO A.GIRASOL RO 800G,D131,0001,UN,43422,"CONSERVERA DE RIANXO, SA",ZCG
0AM0799,MILLAS MAYONESA SUPREME 5 KG.,D131,0001,UN,30456,"ACEITES MILLÀS, S.L.",FC04A3
0AM0955,"MILLAS SALSA BRAVA BOT PLASTICO 1,85 KG.",D131,0001,UN,30456,"ACEITES MILLÀS, S.L.",FC03B1
0AM0959,"MILLAS SALSA PAPAS BRAVA 1,85L",D131,0001,UN,30456,"ACEITES MILLÀS, S.L.",FC04B3
0AM0977,"MILLAS MAYONESA 1,85 KG.",D131,0001,UN,30456,"ACEITES MILLÀS, S.L.",FC04A2
0AM0987,CHOVI SALSA BARBACOA 12G SOBRES 252U,D131,0001,CAJ,43400,"CHOVI, SL",ZCG
0AM1010,CAMARA ARROZ EXTRA 1 KG.,D131,0001,UN,85,CAMARA ARROSSERA DEL MONTSIA I SECC,ZCG
0AM1011,LA COCHURA LENTEJA CAST. 1KG,D131,0001,UN,43410,"LEGUMBRES LA COCHURA, SA",ZCG
0AM1012,CHOVI MAYONESA CLAS. 5KG,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM1020,ESPINALER HIGADO DE BACALAO,D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM1028,PAY PAY ATUN A.OLIV.RO85 P3,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM1047,REYBER CHOCOLATE TRAD.30G 40U,D131,0001,UN,23944,Promoción Mercantil Catalana S.A.,ZCG
0AM1055,GALLINA BLANCA MAIZCREM GALLINA 2KG,D131,0001,UN,33728,GALLINA BLANCA S.A,ZCG
0AM1058,LEYENDA HABITAS MINI BABY  345G,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1059,PAY PAY CALAMAR EN SALSA AMERICANA OL120,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM1061,"REDONDO PEPINILLOS 300/400 2,5 KG.",D131,0001,UN,43406,"ACEITUNAS REDONDO, SL",ZCG
0AM1075,HELIOS FRUTAPUN MERM.FRESA 350G,D131,0001,UN,43415,"DULCES Y CONSERVAS HELIOS, SA",ZCG
0AM1079,CHOVI SALSA CHEDDAR 1KG,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM1090,CAMARA ARROZ EXTRA 5 KG.,D131,0001,UN,85,CAMARA ARROSSERA DEL MONTSIA I SECC,ZCG
0AM1091,CERVANTES PIMENTON PICANTE 200 G.,D131,0001,UN,43413,"ESPECIAS CERVANTES, SL",ZCG
0AM1093,BORNIER MOSTAZA ANTIGUA  1000G,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1099,PAY PAY ZAMBURIÑAS SALSA DE VIEIRA OL120,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM1100,LELIA ACEITUNA KALAMATA 1 KG.,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1104,MAIZENA EXPRESS OSCURA 1KG,D131,0001,UN,34539,UNILEVER ESPAÑA SA,ZCG
0AM1105,FERRAR SALSA CALÇOTS 645G,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1108,CERVANTES ÑORAS  100G,D131,0001,UN,43413,"ESPECIAS CERVANTES, SL",ZCG
0AM1112,FAISAN PISTON MEDIADO 5 KG.,D131,0001,UN,43440,"COMERCIAL GALLO, SA",ZCG
0AM1125,ESPINALER BERBERECHOS 45/55,D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM1126,ESPINALER BERBERECHOS OL120 55/65,D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM1135,GB SALSA ALIOLI 1KG,D131,0001,UN,33728,GALLINA BLANCA S.A,ZCG
0AM1138,NOCILLA REPOSTERIA PROF S/ACEIT PALMA 2K,D131,0001,UN,37874,IDILIA FOODS SLU,ZCG
0AM1139,CERVANTES CAYENA MOLIDA 150GR,D131,0001,UN,43413,"ESPECIAS CERVANTES, SL",ZCG
0AM1144,PAY PAY MEJILLONES EN ESCABECHE 14/18,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM1152,SAL GARCIA SAL YODADA SOBRES 1G 1000U,D131,0001,CAJ,5114,"FRANCISCO GARCIA EL RISOS, S.L",ZCG
0AM1155,CHOVI ALLIOLI 10G SOBRES 252U,D131,0001,CAJ,43400,"CHOVI, SL",ZCG
0AM1167,MARINAS PATATAS OLIVA 47G  10U,D131,0001,CAJ,18351,"APERITIVOS Y EXTRUSIONADOS, S.A.U",FC04A1
0AM1175,"CHURRUCA COCTEL ORIGINAL 1,5 KG",D131,0001,UN,38702,PRODUCTOS CHURRUCA S.A.,ZCG
0AM1180,NOCILLA CREMA CACAO 15G  72U,D131,0001,UN,37874,IDILIA FOODS SLU,ZCG
0AM1192,FLAPER COCTEL FRUTOS SECO AHORRO BOLSA 1,D131,0001,UN,43454,"APERITIVOS FLAPER, SLU",ZCG
0AM1194,GANCEDO COCTEL DE FRUTOS SECOS SUPER 2KG,D131,0001,UN,43454,"APERITIVOS FLAPER, SLU",ZCG
0AM1195,GANCEDO COCTEL FRUTOS SECOS ECONOMICO 1K,D131,0001,UN,43454,"APERITIVOS FLAPER, SLU",ZCG
0AM1196,FLAPER MORRO CUBO 800GR,D131,0001,UN,43454,"APERITIVOS FLAPER, SLU",ZCG
0AM1204,ESPINALER BOQUERON EN VINAGRE 10F 80G,D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM1205,DELOUISE CREMA VINAGRE MODENA 50CL 1U,D131,0001,UN,43403,"VINAGRERIAS RIOJANAS, SA",ZCG
0AM1206,GANCEDO PASAS SULTANAS 1KG,D131,0001,UN,43454,"APERITIVOS FLAPER, SLU",ZCG
0AM1213,PAY PAY PULPO TACOS ACEITE VEGETAL OL120,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM1221,CARRETILLA TOMATE TRITURADO 1KG,D131,0001,UN,43451,"INDUSTRIAS ALIMENTARIAS DE NAVARRA,",ZCG
0AM1223,GANCEDO COCTEL FRUTOS SEC ENSALADA 1KG,D131,,,,,ZCG
0AM1225,GB TOMATE TOMAUNTA PULPA 800G,D131,0001,UN,33728,GALLINA BLANCA S.A,ZCG
0AM1239,PAYPAY BERBERECHO 55/65 OLI120,D131,0001,UN,43421,"CONSERVAS CERQUEIRA, SA",ZCG
0AM1240,GANCEDO OREJONES ALBARICOQUE N2 1KG,D131,0001,UN,43454,"APERITIVOS FLAPER, SLU",ZCG
0AM1247,V.VIDAL COCTEL DE GOMINOLAS CUBO 3KG,D131,,,,,ZCG
0AM1267,"REDONDO ACEITUNA PERDIGON ANCHOA 2,5 KG.",D131,0001,UN,43406,"ACEITUNAS REDONDO, SL",ZCG
0AM1268,VERISOL TOMATE ENTERO 1KG,D131,0001,UN,30672,DDI PROVEA S.L (CENTRAL),ZCG
0AM1276,BARGALLO ACEITE OLIVA SUAVE 5L,D131,0001,UN,33589,OLIS BARGALLO SA,EC01B3
0AM1277,BARGALLO ACEITE OLIVA INTENSO 5L,D131,0001,UN,33589,OLIS BARGALLO SA,A0DISTRIDA
0AM1278,BARGALLO ACEITE VIRGEN EXTRA 5L,D131,0001,UN,33589,OLIS BARGALLO SA,EC01B1
0AM1279,BARGALLO ACEITE ARBEQUINA 3L LATA,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1280,BARGALLO ACEITE DE ORUJO EXTRA 5L,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1281,BARGALLO OLIVA SANSA SUAVE 5L,D131,0001,UN,33589,OLIS BARGALLO SA,EC01B2
0AM1282,BARGALLO OLI GIRASOL 5L,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1284,BARGALLO OLI FRIT FRIT 10L,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1290,XPLICIT AZUCAR 7GR  1000U,D131,0001,CAJ,30672,DDI PROVEA S.L (CENTRAL),FC02A2
0AM1291,AZUCAR BLANCO BOLSITA 7GR ''BARES''1000U,D131,0001,CAJ,33631,CORTES BARTOLOME SL,FC01A1
0AM1297,BARGALLO ACEITE PICUAL PREMIUM 500ML,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1309,POLA SAL SAL FINA DE MESA 25 KG.,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1322,PONS TRUFA NEGRA 25 CL.,D131,0001,UN,43401,"GRUP PONS SINCE 1945, SL",ZCG
0AM1325,SAL COSTA SAL GRUESA DE MESA 5 KG.,D131,0001,UN,1211,SAL COSTA  S.L.U,ZCG
0AM1338,LEYENDA REMOLACHA RALLADA 370ML,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1350,MALDON SAL MARINA EN ESCAMAS 250 G.,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1361,CERVANTES FIDEOS CHOCOLATE 250 G,D131,0001,UN,43413,"ESPECIAS CERVANTES, SL",ZCG
0AM1381,GALLO CANELONES  500 PLACAS,D131,0001,CAJ,43440,"COMERCIAL GALLO, SA",ZCG
0AM1399,ITAC PIÑON MONDADO BASIC 1KG,D131,0001,UN,43428,"ITAC HISPANIA, SA",ZCG
0AM1405,ESPINALER SALSERA BAR COLL 200ML,D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM1406,"ESPINALER ACEITUNAS RELLENA 1,4KG",D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM1421,ESPINALER  PACK GARBI   12,D131,0001,CAJ,13667,ESPINALER 1896 SL,ZCG
0AM1423,GALLO FIDEO Nº2 3KG,D131,0001,CAJ,43440,"COMERCIAL GALLO, SA",ZCG
0AM1443,JUANFRA ACEITUNAS MANZANILLA 3KG,D131,0001,UN,43405,"ACEITUNAS JUANFRA, SL",ZCG
0AM1460,GANCEDO PIPAS PELADAS FRITAS 1KG,D131,,,,,ZCG
0AM1474,BARGALLO OLI VERGE EXTRA GUINDILLA 250ML,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1484,BARGALLO VINAGRE VINO TINT MARASCA 25CL,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1490,BARGALLO VINAGRE BALSAMIC MODENA 250ML,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1498,"BARGALLO ACEITUNA PERDIGON ANCHOA 2,5KG",D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1521,BARGALLO OLIVA V.E COUPAG MARASC 250ML,D131,0001,UN,33589,OLIS BARGALLO SA,A0DISTRIDA
0AM1522,BARGALLO ACEITE ARBEQUINA (MARASCA)250ML,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1523,BARGALLO OLIVA V.EXTRA COUPAGE 500ML,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1537,ESPINALER SARDINA PREM RR125 20/25,D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM1551,HELIOS MERMELADA FRUTAS DEL BOSQUE 340G,D131,0001,UN,43415,"DULCES Y CONSERVAS HELIOS, SA",ZCG
0AM1552,AZUCARERA AZUCAR BOLSA DE PAPEL 1KG,D131,0001,UN,26647,AB AZUCARERA IBERIA S.L.U,ZCG
0AM1553,"GALLO HARINA TRIGO2,5KG",D131,0001,UN,43440,"COMERCIAL GALLO, SA",ZCG
0AM1569,TABASCO ROJO 60ML,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1570,TABASCO ROJO 150ML,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1589,LAS MONTAÑAS MIEL MILFLORES 1KG,D131,0001,UN,15570,"COMERGRUP, S.L.",ZCG
0AM1598,BAYO ARROZ BOMBA 5 KG,D131,0001,UN,29056,NOMEN FOODS SL,ZCG
0AM15992,GARDENY CREMA BALSAMICA  MODENA 500ML,D131,0001,UN,33589,OLIS BARGALLO SA,ZCG
0AM1601,ESPINALER BERBERECHOS OL120 65/85,D131,0001,UN,13667,ESPINALER 1896 SL,ZCG
0AM1604,RIOJAVINA VINAGRE BALSAMICO D MODENA 5L,D131,0001,UN,43403,"VINAGRERIAS RIOJANAS, SA",ZCG
0AM1605,CHOVI CHEDDAR 25CL,D131,0001,UN,43400,"CHOVI, SL",ZCG
0AM1610,GIMAR MAGDALENA CASERA 710G 9U,D131,0001,CAJ,44180,"PASTELERIA GIMAR, SL",ZCG
0AM1613,EL PAVO ESPAGHETTIS 6KG,D131,0001,UN,33728,GALLINA BLANCA S.A,ZCG
0AM1614,EL PAVO TALLARINES 6KG,D131,0001,UN,33728,GALLINA BLANCA S.A,ZCG
0AM1615,ROMERO MACARRONES PLUMAS Nº5 HOST. 5KG,D131,0001,UN,43449,"PASTAS ALIMENTICIAS ROMERO, SA",ZCG
