order_date,client_name,transport_ids,total_lines,total_quantity,ordered_items
2026-03-18,EL GARBI BAR,['11583189'],22,42,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0022', 'description': '/-AQUARIUS LIMON 33CL LATA 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0079', 'description': '/-COCA COLA ZERO LATA 33CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0489', 'description': 'SCHWEPPES TONICA 20CL SR 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM0876', 'description': 'AZUCAR MORENO CEPAC 6G 500U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LM2423', 'description': 'MIKRAL ENVAS RECT.BISAGRA 750-PP-50U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'UE903', 'description': 'COPA PEQUEÑA ED', 'quantity': 12.0, 'unit': 'un'}, {'material': '0RF0109', 'description': '/-BITTER KAS 200 SR 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'TU13', 'description': 'TURIA 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF1138', 'description': 'MOMENT\xa0TEA\xa0MENTA\xa0POLEO\xa0100U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'TU13', 'description': 'TURIA 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,EL GAT BAR,['11583079'],23,36,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'VO15LN', 'description': 'VOLL DAMM 1/5 LN', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'TU20', 'description': 'TURIA BARRIL 20L.', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL20V', 'description': 'BARRIL INOX 20L. TANQUETA A16', 'quantity': 1.0, 'unit': 'brl'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0032', 'description': 'CACAOLAT VIDRIO 20CL RET 30U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0029', 'description': 'C.C. CACAOLAT 30 U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0022', 'description': '/-AQUARIUS LIMON 33CL LATA 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0079', 'description': '/-COCA COLA ZERO LATA 33CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'NTL13B24', 'description': 'NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM0783', 'description': 'LOTUS BISCOFF 300U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LM0116', 'description': 'PLA FREGONA ALGODON', 'quantity': 3.0, 'unit': 'un'}, {'material': '0AM0783', 'description': 'LOTUS BISCOFF 300U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,EL GRILLAT,['11583097'],14,22,"[{'material': 'FDL13', 'description': 'FREE DAMM LIMON 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0LT0103', 'description': 'YOSOY AVENA BARISTA 1L BRIK 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0090', 'description': 'LETONA SEMI SIN LACTOSA 1L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0061', 'description': 'SOLAR LECHE ENTERA  1L BRIK 6U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0VE1428', 'description': 'VINYES BON CEP TINTO BOX 15L+GRIFO', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LI0002', 'description': 'LA GUITA MANZANILLA 75CL', 'quantity': 4.0, 'unit': 'bot'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0079', 'description': '/-COCA COLA ZERO LATA 33CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AM5396', 'description': 'BARGALLO OLI FRIT FRIT 20L', 'quantity': 1.0, 'unit': 'un'}, {'material': '0AM1175', 'description': 'CHURRUCA COCTEL ORIGINAL 1,5 KG', 'quantity': 1.0, 'unit': 'un'}, {'material': 'FDL13', 'description': 'FREE DAMM LIMON 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,EL MORDISKITO MONTORNES,['11583203'],7,24,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'TU20', 'description': 'TURIA BARRIL 20L.', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL20V', 'description': 'BARRIL INOX 20L. TANQUETA A16', 'quantity': 1.0, 'unit': 'brl'}, {'material': '0AM0292', 'description': 'BISCUITS GALICIA MINI MAGD CHOCO 1,5KG', 'quantity': 2.0, 'unit': 'caj'}]"
2026-03-18,EL RACO DE LA VIKI,['11583078'],22,53,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0235', 'description': 'LA LEVANTINA AVENA ESP.HOST 1L 6U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0412', 'description': 'CACAOLAT ORIGINAL 27,5CL PET 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0CF0058', 'description': 'XPLICIT DESCAFEINADO 500GR', 'quantity': 2.0, 'unit': 'un'}, {'material': '0CF0080', 'description': 'XPLICIT NATURAL CREMOSO 1KG', 'quantity': 7.0, 'unit': 'un'}, {'material': '0AM0876', 'description': 'AZUCAR MORENO CEPAC 6G 500U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM1290', 'description': 'XPLICIT AZUCAR 7GR  1000U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM1634', 'description': 'XPLICIT EDULCORANTE 1G 150U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0AM5394', 'description': 'PROEZA ATUN A.GIRASOL BOLSA 1KG', 'quantity': 7.0, 'unit': 'un'}, {'material': '0AM0343', 'description': 'ORLANDO TOMATE FRITO 2KG BRIK', 'quantity': 2.0, 'unit': 'un'}, {'material': '0AM1175', 'description': 'CHURRUCA COCTEL ORIGINAL 1,5 KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LM2484', 'description': 'COMBO VASO+TAPA NAT 8OZ 250CC 50U', 'quantity': 2.0, 'unit': 'pak'}, {'material': '0LM0504', 'description': 'GC SERVILLETA 1C 30x30 GC 100U', 'quantity': 8.0, 'unit': 'un'}, {'material': '0LM2496', 'description': 'PAPEL DE ALUMINIO 11 MICRES 29 x 200', 'quantity': 1.0, 'unit': 'un'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,EL RACO DEL MERCAT,['11583189'],4,4,"[{'material': 'BO13', 'description': 'BOCK-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,EL RINCON DEL SOCIO,['11583188'],4,22,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 7.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}]"
2026-03-18,EL SERRAT DEL FIGAR#,['11582885'],2,192,"[{'material': 'EDI34SR', 'description': 'INEDIT DAMM 3/4 SR CAJA 12U.', 'quantity': 12.0, 'unit': 'caj'}, {'material': 'VE51SP', 'description': 'AGUA VERI 5/1 CAJA 3U.', 'quantity': 180.0, 'unit': 'caj'}]"
2026-03-18,ELS PAGESOS,['11583138'],2,3,"[{'material': '0CF0355', 'description': 'BONKA ESSENTIA DESCAFEINADO GRANO 500G', 'quantity': 2.0, 'unit': 'un'}, {'material': '0CF0124', 'description': 'MOMENT\xa0TEA\xa0MENTA\xa0POLEO\xa015U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,ESPURNA DEL TER,['11583098'],14,30,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'FD13', 'description': 'FREE DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'EC13', 'description': 'DAURA DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'ID20', 'description': 'INEDIT DAMM BARRIL 20L', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL20V', 'description': 'BARRIL INOX 20L. TANQUETA A16', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'UI044', 'description': 'VASO 33 CL INEDIT', 'quantity': 12.0, 'unit': 'un'}, {'material': 'ED13LT', 'description': 'ESTRELLA DAMM 1/3 LATA', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'FD13LT', 'description': 'FREE DAMM 1/3 LATA LC', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'DL13LT', 'description': 'DAMM LEMON 1/3 LATA LC', 'quantity': 2.0, 'unit': 'caj'}]"
2026-03-18,EUREST COLECTIVIDADES (MERCK),['11583187'],2,10,"[{'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 5.0, 'unit': 'caj'}]"
2026-03-18,EXTREMEÑOS BAR,['11583188'],8,16,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'FD15', 'description': 'FREE DAMM 1/5 LN RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'FD15', 'description': 'FREE DAMM 1/5 LN RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}]"
2026-03-18,Els Angelets de Sobrevia,['11582887'],6,10,"[{'material': '0AG0011', 'description': 'VICHY CATALAN GAS 1/2 RET 20U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0041', 'description': ""C.C. AGUA 1/2 VICHY-FONT D'OR"", 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AG0019', 'description': 'FONT D.OR MAXIMUM NATURAL 1/2 RET 20U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '3ENV0058', 'description': ""C.C. 1/2 FONT D'OR MAXIMUM"", 'quantity': 3.0, 'unit': 'caj'}, {'material': '0AG0007', 'description': 'FONT D.OR NATURAL 1,5L PET 12U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF1140', 'description': 'MOMENT TEA MANZANILLA 100U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,FLECA BRETCHA (HOSPITAL),['11583201'],17,37,"[{'material': 'ED14P6', 'description': 'ESTRELLA DAMM 1/4 PACK SEMICERRADO 6U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VE13SP', 'description': 'AGUA VERI 1/3 PET CAJA 35U. T.TH', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0032', 'description': 'CACAOLAT VIDRIO 20CL RET 30U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0029', 'description': 'C.C. CACAOLAT 30 U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0412', 'description': 'CACAOLAT ORIGINAL 27,5CL PET 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0090', 'description': 'LETONA SEMI SIN LACTOSA 1L PET 6U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 12.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0021', 'description': '/-FANTA LIMON LATA 33 CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0022', 'description': '/-AQUARIUS LIMON 33CL LATA 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0079', 'description': '/-COCA COLA ZERO LATA 33CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'NTL13LT6', 'description': 'NESTEA LIMON 1/3 LATA 4U-PACK 6U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM0876', 'description': 'AZUCAR MORENO CEPAC 6G 500U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM1291', 'description': ""AZUCAR BLANCO BOLSITA 7GR ''BARES''1000U"", 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AM0313', 'description': 'CELORRIO MAYONESA 3,6 KG.', 'quantity': 1.0, 'unit': 'un'}]"
2026-03-18,FLECA P.BRETCHA (BELLAVISTA),['11583077'],10,14,"[{'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AG0182', 'description': 'VICHY CATALAN SYSPACK GAS 30CL SR 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '0LT0035', 'description': 'LETONA DESNATADA 0% HOST 1,5L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0489', 'description': 'SCHWEPPES TONICA 20CL SR 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0ZU0056', 'description': 'GRANINI MELOCOTON 33CL PET 12U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0ZU0065', 'description': 'GRANINI PIÑA 33CL PET 12U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM0876', 'description': 'AZUCAR MORENO CEPAC 6G 500U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM1291', 'description': ""AZUCAR BLANCO BOLSITA 7GR ''BARES''1000U"", 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,FOOD TRUCK,['11581962'],2,6,"[{'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 3.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 3.0, 'unit': 'brl'}]"
2026-03-18,FORN DE PA EMY,['11583188'],9,13,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0032', 'description': 'CACAOLAT VIDRIO 20CL RET 30U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '3ENV0029', 'description': 'C.C. CACAOLAT 30 U.', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AM1290', 'description': 'XPLICIT AZUCAR 7GR  1000U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM0649', 'description': 'PATATA TOT SNACK C/SAL 4UX500G', 'quantity': 1.0, 'unit': 'caj'}, {'material': '1PLV0013', 'description': 'VASO CACAOLAT 6 UNIDADES', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,FORN LA CARMEN,['11583078'],10,17,"[{'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0235', 'description': 'LA LEVANTINA AVENA ESP.HOST 1L 6U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0009', 'description': 'LETONA GRAN CREME 1L VR 12U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '3ENV1281', 'description': 'C.C. LECHE LETONA (NUEVO)', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0LT0090', 'description': 'LETONA SEMI SIN LACTOSA 1L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0079', 'description': '/-COCA COLA ZERO LATA 33CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LM0099', 'description': 'BALNIC LAVAVAJILLAS MAQ. AGUAS DURAS 6KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LM1683', 'description': 'GC ECO SECAMANOS 2C 300X184MM 143M 6U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-03-18,FRANKFURT MOLLET SL,['11583190'],11,36,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 6.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 6.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 2.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 2.0, 'unit': 'brl'}, {'material': 'TU30', 'description': 'TURIA BARRIL 30L.', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'UE902', 'description': 'COPA GRANDE ED', 'quantity': 12.0, 'unit': 'un'}]"
2026-03-18,FUSSION,['11583190'],15,41,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'FD13', 'description': 'FREE DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 2.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 2.0, 'unit': 'brl'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'UE902', 'description': 'COPA GRANDE ED', 'quantity': 12.0, 'unit': 'un'}]"
