order_date,client_name,material,description,unit,total_quantity
2026-02-19,RSTE. PEIX D'OR,0RF0014,ZALA GASEOSA 50CL VID. RET 20U,caj,2
2026-02-19,Restaurant El Roquet,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,8
2026-02-19,Restaurant El Roquet,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,7
2026-02-19,Restaurant El Roquet,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,caj,1
2026-02-19,Restaurant El Roquet,0AM5383,PROEZA TOMATE FRITO EXTRA LATA 3KG,un,6
2026-02-19,Restaurant El Roquet,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-02-19,Restaurant Fussimanya,BRL20V,BARRIL INOX 20L. TANQUETA A16,brl,1
2026-02-19,Restaurant Fussimanya,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-02-19,Restaurant Fussimanya,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,4
2026-02-19,Restaurant Fussimanya,DL20,DAMM LEMON BARRIL 20L.,brl,1
2026-02-19,Restaurant Fussimanya,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-02-19,Restaurant Fussimanya,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-02-19,Restaurant Fussimanya,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-02-19,Restaurant L'Arumí,BRL20V,BARRIL INOX 20L. TANQUETA A16,brl,2
2026-02-19,Restaurant L'Arumí,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-02-19,Restaurant L'Arumí,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,1
2026-02-19,Restaurant L'Arumí,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-02-19,Restaurant L'Arumí,FD13,FREE DAMM 1/3 RET.,caj,1
2026-02-19,Restaurant L'Arumí,VO20,VOLL DAMM BARRIL 20L.,brl,2
2026-02-19,SAKURA II,PI12,AGUA PIRINEA 1/2 GAS RET,caj,1
2026-02-19,SAKURA II,VE12,AGUA VERI 1/2 VIDRIO RET.,caj,9
2026-02-19,SAKURA II,CJ12V,CAJAS COMPLETAS 1/2 V,caj,10
2026-02-19,SARABÀ,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,2
2026-02-19,SARABÀ,VE13SP,AGUA VERI 1/3 PET CAJA 35U. T.TH,caj,5
2026-02-19,SARABÀ,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,5
2026-02-19,SARABÀ,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,5
2026-02-19,SAZON DE LOS APOLOS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,6
2026-02-19,SAZON DE LOS APOLOS,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,6
2026-02-19,SNACK (VIC),VE13,AGUA VERI 1/3 VIDRIO RET.,caj,2
2026-02-19,SNACK (VIC),3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,4
2026-02-19,SNACK (VIC),3ENV0029,C.C. CACAOLAT 30 U.,caj,1
2026-02-19,SNACK (VIC),0LT0032,CACAOLAT VIDRIO 20CL RET 30U,caj,1
2026-02-19,SNACK (VIC),CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,9
2026-02-19,SNACK (VIC),CJ13V,CAJAS COMPLETAS 1/3 V,caj,2
2026-02-19,SNACK (VIC),ED13,ESTRELLA DAMM 1/3 RET. PP,caj,9
2026-02-19,SNACK (VIC),0LM1682,GC HIGIENICO JUMBO 2C COMPAC ECO 18U,caj,1
2026-02-19,SNACK (VIC),0LM0011,GC SERVILLETAS 2C 30x30 100U,un,12
2026-02-19,SNACK (VIC),0AM0959,"MILLAS SALSA PAPAS BRAVA 1,85L",un,6
2026-02-19,SNACK (VIC),0ZU0220,PAGO TOMATE  20CL SR 12U,caj,1
2026-02-19,SNACK (VIC),0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,caj,2
2026-02-19,SNACK (VIC),0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,4
2026-02-19,SUKIPA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,4
2026-02-19,SUKIPA,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,2
2026-02-19,SUKIPA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,22
2026-02-19,SUKIPA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,22
2026-02-19,SUKIPA,0LM0200,MACOPAL BANDEJA 3 CANELONES   100U,caj,1
2026-02-19,SUKIPA,0LM0201,MACOPAL BANDEJA 6 CANELONES   100U,caj,1
2026-02-19,SUKIPA,0LM0203,MACOPAL TAPA BANDEJA 3 CANELONES   100U,caj,1
2026-02-19,SUKIPA,0LM0204,MACOPAL TAPA BANDEJA 6 CANELONES   100U,caj,1
2026-02-19,SUKIPA,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,caj,1
2026-02-19,SUKIPA,0AM5394,PROEZA ATUN A.GIRASOL BOLSA 1KG,un,5
2026-02-19,SUKIPA,0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,2
2026-02-19,SUKIPA,0AM1290,XPLICIT AZUCAR 7GR  1000U,caj,1
2026-02-19,SUKIPA,0AM1634,XPLICIT EDULCORANTE 1G 150U,caj,1
2026-02-19,SUKIPA,0CF0080,XPLICIT NATURAL CREMOSO 1KG,un,1
2026-02-19,SUSHI HE GRANOLLERS,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,5
2026-02-19,SUSHI HE GRANOLLERS,VE12,AGUA VERI 1/2 VIDRIO RET.,caj,30
2026-02-19,SUSHI HE GRANOLLERS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,9
2026-02-19,SUSHI HE GRANOLLERS,CJ12V,CAJAS COMPLETAS 1/2 V,caj,30
2026-02-19,SUSHI HE GRANOLLERS,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,5
2026-02-19,SUSHI HE GRANOLLERS,FD13,FREE DAMM 1/3 RET.,caj,2
2026-02-19,SUSHI HE GRANOLLERS,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,5
2026-02-19,SUSHI HE GRANOLLERS,VO13,VOLL-DAMM 1/3 RET.,caj,2
2026-02-19,TAPETES BAR,0AM1105,FERRAR SALSA CALÇOTS 645G,un,1
2026-02-19,TAPETES BAR,0VE0506,HALLAZGO JOVEN 75CL 6U,caj,1
2026-02-19,TAPETES BAR,0LI0100,J&B WHISKY RARE 70CL,bot,1
2026-02-19,TAPETES BAR,0LI0720,LAGAR DO FRADE CREMA D'ORUJO PET 3L,bot,1
2026-02-19,TAPETES BAR,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,2
2026-02-19,TAPETES BAR,0AM5393,PROEZA CEBOLLA FRITA A.GIRASOL LATA 3KG,un,1
2026-02-19,TAPETES BAR,0AM0359,REDONDO ACEITUNA PARTIDA 9 KG.,un,1
2026-02-19,TAPETES BAR,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,caj,1
2026-02-19,TAPETES BAR,0VE0430,YZAGUIRRE CLASSIC VERMOUTH ROJO 1L 1U,bot,1
2026-02-19,TRES TASSES,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,5
2026-02-19,TRES TASSES,FD13,FREE DAMM 1/3 RET.,caj,1
2026-02-19,TRES TASSES,FDL13,FREE DAMM LIMON 1/3 RET. PP,caj,1
2026-02-19,TRES TASSES,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,2
2026-02-19,TRES TASSES,NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,caj,1
2026-02-19,TRES TASSES,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-02-19,TRIVI´S BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,9
2026-02-19,TRIVI´S BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,1
2026-02-19,TRIVI´S BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,9
2026-02-19,TRIVI´S BAR,ED15LN,ESTRELLA DAMM 1/5 LN,caj,1
2026-02-19,TRIVI´S BAR,0LI0204,J&B RARE WHISKY 1L,bot,1
2026-02-19,TRIVI´S BAR,0LI0512,PANIZO ORUJO CAFE 70CL,un,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,3
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,VE12,AGUA VERI 1/2 VIDRIO RET.,caj,7
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,BRL20V,BARRIL INOX 20L. TANQUETA A16,brl,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,BRL30V,BARRIL INOX 30L. EURONORMA,brl,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,BH13P6,BOHEMIA DAMM 1/3SR CESTA 6U.150ANIV.,caj,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,3ENV1281,C.C. LECHE LETONA (NUEVO),caj,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,15
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,CJ12V,CAJAS COMPLETAS 1/2 V,caj,7
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,6
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,ED15LN,ESTRELLA DAMM 1/5 LN,caj,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,ED30,ESTRELLA DAMM BARRIL 30,brl,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,0LI0572,FLOR DE CAÑA 5 AÑOS 70CL,bot,4
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,FD13,FREE DAMM 1/3 RET.,caj,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,FDL13,FREE DAMM LIMON 1/3 RET. PP,caj,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,0LI0113,JACK DANIELS WHISKY 70CL,bot,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,caj,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,0LT0009,LETONA GRAN CREME 1L VR 12U,caj,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,0LI0044,MAGNO BRANDY 70CL,bot,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,NTL13B24,NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT,caj,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,0LI0062,PUJOL RON 1L,bot,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,0LI0185,RATAFIA RUSSET 70CL,bot,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,TU13,TURIA 1/3 RET.,caj,2
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,TU20,TURIA BARRIL 20L.,brl,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,0LI0046,VETERANO BRANDY 1L,bot,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,VO20,VOLL DAMM BARRIL 20L.,brl,1
2026-02-19,VERMUTERIA Y TAPERIA CAMACHO,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-02-19,Vacanal Jubany - Hamburgueseria,VE12,AGUA VERI 1/2 VIDRIO RET.,caj,5
2026-02-19,Vacanal Jubany - Hamburgueseria,BRL30V,BARRIL INOX 30L. EURONORMA,brl,2
2026-02-19,Vacanal Jubany - Hamburgueseria,3ENV0236,C.C. AGUA 1/3 VICHY-FONT D'OR,caj,1
2026-02-19,Vacanal Jubany - Hamburgueseria,CJ12V,CAJAS COMPLETAS 1/2 V,caj,5
2026-02-19,Vacanal Jubany - Hamburgueseria,ED30,ESTRELLA DAMM BARRIL 30,brl,2
2026-02-19,Vacanal Jubany - Hamburgueseria,0AG0183,VICHY CATALAN GAS 30CL RET 24U,caj,1
2026-02-19,XICS DE GRANOLLERS,PL13,EUROCAJA 1/3 DAMM VACIA 24U. P.PLAST.A13,un,60
2026-02-19,ZAMORA BAR,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,16
2026-02-19,ZAMORA BAR,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,5
2026-02-19,ZAMORA BAR,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,11
2026-02-19,ZAMORA BAR,ED15LN,ESTRELLA DAMM 1/5 LN,caj,5
2026-02-19,ZAMORA BAR,FD13,FREE DAMM 1/3 RET.,caj,1
2026-02-19,ZAMORA BAR,FDL13,FREE DAMM LIMON 1/3 RET. PP,caj,1
2026-02-19,ZAMORA BAR,0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",caj,1
2026-02-19,ZAMORA BAR,VO13,VOLL-DAMM 1/3 RET.,caj,3
2026-02-20,412 COFFEE BEER,UGA0035,VAJILLA CAFE GRANA 12 JUEG. GA,est,2
2026-02-20,412 COFFEE BEER,UGA0033,VAJILLA CAFE/LECHE GRANA 12 JUEG. GA,est,2
2026-02-20,412 COFFEE BEER,UGA0034,VAJILLA CORTADO GRANA 12 JUEG. GA,est,2
2026-02-20,"AGROBOTIGA RODA, SL",3ENV0059,C.C. 1/1 FONT D'OR MAXIMUM,caj,4
2026-02-20,"AGROBOTIGA RODA, SL",3ENV0054,ENVASE GARRAFA FONT D'OR 8L,caj,112
2026-02-20,"AGROBOTIGA RODA, SL",0AG0021,FONT D.OR MAXIMUM NATURAL 1L RET 12U,caj,4
2026-02-20,"AGROBOTIGA RODA, SL",0AG0047,FONT D.OR NATURAL 8L GARRAFA 1U,caj,112
2026-02-20,ALFREDO PARODI FURHMAN,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,1
2026-02-20,ALORA,0LM0790,"DPALILLO AGITADOR MADERA 110x6x1,5 500U",pak,1
2026-02-20,ALORA,0AM1167,MARINAS PATATAS OLIVA 47G  10U,caj,2
2026-02-20,ALORA,0AM5394,PROEZA ATUN A.GIRASOL BOLSA 1KG,un,1
2026-02-20,ALORA,0RF0296,RED BULL ENERGY DRINK 25CL LATA 24U,caj,1
2026-02-20,AREA DELS PARDALS-GASOLI,VE11SPC,AGUA VERI 1/1 PET CAJA 12U. TREKKING,caj,3
2026-02-20,AREA DELS PARDALS-GASOLI,0AM1281,BARGALLO OLIVA SANSA SUAVE 5L,un,4
2026-02-20,AREA DELS PARDALS-GASOLI,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,6
2026-02-20,AREA DELS PARDALS-GASOLI,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,1
2026-02-20,AREA DELS PARDALS-GASOLI,UE902,COPA GRANDE ED,un,12
2026-02-20,AREA DELS PARDALS-GASOLI,EC13P6,DAURA DAMM 1/3 SR PACK CESTA ABIERTA 6U.,caj,1
2026-02-20,AREA DELS PARDALS-GASOLI,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,6
2026-02-20,AREA DELS PARDALS-GASOLI,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,5
2026-02-20,AREA DELS PARDALS-GASOLI,ED15LN,ESTRELLA DAMM 1/5 LN,caj,1
2026-02-20,AREA DELS PARDALS-GASOLI,0AG0336,FONT D.OR BIBEX NATURAL 1/2 SR 24U,caj,1
2026-02-20,AREA DELS PARDALS-GASOLI,0AG0039,"FONT D.OR NATURAL 1,5L PET 6U",caj,5
2026-02-20,AREA DELS PARDALS-GASOLI,NTL32SP6,NESTEA LIMON 3/2 SR PET 6U.,caj,1
2026-02-20,AREA DELS PARDALS-GASOLI,0ZU0269,PAGO NARANJA-ZANAH-LIMÓN  33CL PET 12U,caj,1
2026-02-20,AREA DELS PARDALS-GASOLI,0ZU0270,PAGO PIÑA  100% NATURAL 33CL PET 12U,caj,1
2026-02-20,AREA DELS PARDALS-GASOLI,0AM5394,PROEZA ATUN A.GIRASOL BOLSA 1KG,un,10
2026-02-20,AREA DELS PARDALS-GASOLI,VO13LT,VOLL DAMM 1/3 LATA LC,caj,4
2026-02-20,AREA DELS PARDALS-GASOLI,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-02-20,AREA VIC BP,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,1
2026-02-20,AREA VIC BP,0AG0039,"FONT D.OR NATURAL 1,5L PET 6U",caj,2
2026-02-20,ASSOCIACIO DIABLES DEL PONT VELL,BRL30V,BARRIL INOX 30L. EURONORMA,brl,6
2026-02-20,ASSOCIACIO DIABLES DEL PONT VELL,TB8V,BOTELLAS CARBONICO 8 KG.VACIOS,tb,1
2026-02-20,ASSOCIACIO DIABLES DEL PONT VELL,0LI2696,P-BARCELO AÑEJO 70CL,un,24
2026-02-20,AUTENTIK'S,0CF0421,MOMENT TEA FRUTAS BOSQUE 15U,caj,12
2026-02-20,AUTENTIK'S,0CF0412,MOMENT TEA ROOIBOS COPACABANA 15U,caj,12
2026-02-20,AUTENTIK'S,0CF1122,MOMENT TEA  CHAI TEA LATTE 10U,caj,16
2026-02-20,AUTENTIK'S,0CF0410,MOMENT TEA  MANZANILLA E15 15U,est,12
2026-02-20,AUTENTIK'S,0CF1123,MOMENT TEA  TÉ MATCHA LATTE 10U,caj,16
2026-02-20,BACROM,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,45
2026-02-20,BACROM,0LT0034,"LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U",caj,2
2026-02-20,BAR CAFETERIA LA PONCELLA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,25
2026-02-20,BAR DOBLE Z,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,caj,1
2026-02-20,BAR DOBLE Z,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,1
2026-02-20,BAR DOBLE Z,0VE0506,HALLAZGO JOVEN 75CL 6U,caj,1
2026-02-20,BAR DOBLE Z,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,caj,1
2026-02-20,BAR DOBLE Z,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-02-20,BAR EL CASAL,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,2
2026-02-20,BAR EL CASAL,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,5
2026-02-20,BAR EL CASAL,BRL30V,BARRIL INOX 30L. EURONORMA,brl,5
2026-02-20,BAR EL CASAL,3ENV1281,C.C. LECHE LETONA (NUEVO),caj,8
2026-02-20,BAR EL CASAL,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,2
2026-02-20,BAR EL CASAL,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,3
2026-02-20,BAR EL CASAL,ED15LN,ESTRELLA DAMM 1/5 LN,caj,3
2026-02-20,BAR EL CASAL,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,2
2026-02-20,BAR EL CASAL,0LT0009,LETONA GRAN CREME 1L VR 12U,caj,4
2026-02-20,BAR EL CASAL,0AM0783,LOTUS BISCOFF 300U,caj,3
2026-02-20,BAR GRANADA,3ENV1281,C.C. LECHE LETONA (NUEVO),caj,1
2026-02-20,BAR GRANADA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,5
2026-02-20,BAR GRANADA,ED15LN,ESTRELLA DAMM 1/5 LN,caj,5
2026-02-20,BAR GRANADA,0LT0009,LETONA GRAN CREME 1L VR 12U,caj,1
2026-02-20,BAR JALEY BAKERY,0ZU0024,GRANINI PIÑA 20CL 24U,caj,1
2026-02-20,BAR JALEY BAKERY,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,6
2026-02-20,BAR JALEY BAKERY,0AM4158,SABOR DEL SUR ACEITE VIRGEN EXTRA 5L,un,3
2026-02-20,BAR JALEY BAKERY,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,caj,1
2026-02-20,BAR JALEY BAKERY,0AM1290,XPLICIT AZUCAR 7GR  1000U,caj,1
2026-02-20,BAR JALEY BAKERY,0LT0103,YOSOY AVENA BARISTA 1L BRIK 6U,caj,2
2026-02-20,BAR LA GRALLA,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,1
2026-02-20,BAR LA GRALLA,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,caj,2
2026-02-20,BAR LA GRALLA,0AM0876,AZUCAR MORENO CEPAC 6G 500U,caj,1
2026-02-20,BAR LA GRALLA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,4
2026-02-20,BAR LA GRALLA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-02-20,BAR LA GRALLA,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,1
2026-02-20,BAR LA GRALLA,0LT0035,"LETONA DESNATADA 0% HOST 1,5L PET 6U",caj,1
2026-02-20,BAR LA GRALLA,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,4
2026-02-20,BAR LA GRALLA,0AM1167,MARINAS PATATAS OLIVA 47G  10U,caj,1
2026-02-20,BAR LA GRALLA,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,caj,1
2026-02-20,BAR LA GRALLA,0AM1290,XPLICIT AZUCAR 7GR  1000U,caj,1
2026-02-20,BAR LA PETRA II,0RF0022,/-AQUARIUS LIMON 33CL LATA 24U,caj,2
2026-02-20,BAR LA PETRA II,0RF1697,/-COCA COLA IMPORT LATA33 24U,caj,4
2026-02-20,BAR LA PETRA II,0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,caj,1
2026-02-20,BAR LA PETRA II,0RF0021,/-FANTA LIMON LATA 33 CL 24U,caj,1
2026-02-20,BAR LA PETRA II,0RF0020,/-FANTA NARANJA LATA 33CL 24U,caj,2
2026-02-20,BAR LA PETRA II,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,4
2026-02-20,BAR LA PETRA II,VE13SP,AGUA VERI 1/3 PET CAJA 35U. T.TH,caj,1
2026-02-20,BAR LA PETRA II,BRL30V,BARRIL INOX 30L. EURONORMA,brl,2
2026-02-20,BAR LA PETRA II,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,21
2026-02-20,BAR LA PETRA II,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,2
2026-02-20,BAR LA PETRA II,ED13LT,ESTRELLA DAMM 1/3 LATA,caj,3
2026-02-20,BAR LA PETRA II,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,18
2026-02-20,BAR LA PETRA II,ED15LN,ESTRELLA DAMM 1/5 LN,caj,2
2026-02-20,BAR LA PETRA II,ED30,ESTRELLA DAMM BARRIL 30,brl,2
2026-02-20,BAR LA PETRA II,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,caj,2
2026-02-20,BAR LA PETRA II,0ZU0020,GRANINI MELOCOTON  20CL 24U,caj,1
2026-02-20,BAR LA PETRA II,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",caj,4
2026-02-20,BAR LA PETRA II,0RF0010,"LIMON GLAS 1,5 S/R 6U",caj,2
2026-02-20,BAR LA PETRA II,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,caj,4
2026-02-20,BAR LA PETRA II,0RF0489,SCHWEPPES TONICA 20CL SR 24U,caj,1
2026-02-20,BAR LA PETRA II,VO13,VOLL-DAMM 1/3 RET.,caj,1
2026-02-20,BAR LAS TAPAS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,40
2026-02-20,BAR LOS CAZADORES MANLLEU,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,34
2026-02-20,BAR LOS CAZADORES MANLLEU,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,22
2026-02-20,BAR LOS CAZADORES MANLLEU,VO13,VOLL-DAMM 1/3 RET.,caj,12
2026-02-20,BAR OLIVEDA,3ENV0060,C.C.GASEOSA ZALA SANMY 1/2,caj,1
2026-02-20,BAR OLIVEDA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,4
2026-02-20,BAR OLIVEDA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,4
2026-02-20,BAR OLIVEDA,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,4
2026-02-20,BAR OLIVEDA,ED15LN,ESTRELLA DAMM 1/5 LN,caj,4
2026-02-20,BAR OLIVEDA,0RF0014,ZALA GASEOSA 50CL VID. RET 20U,caj,1
2026-02-20,BAR PARC DEL TENES,0AM5310,BARGALLO RUGIN OLI FREGIR ALT OLEICO 20L,un,11
2026-02-20,BAR PARC DEL TENES,0AM3864,FRIMASOL ACEITE GIRASOL 25L,un,10
2026-02-20,BAR PARC DEL TENES,0AM0285,JUANFRA ACEITUNAS RELLENAS DE ANCHOA 2KG,un,12
2026-02-20,BAR RESTAURANTE MERLY´S,BRL20V,BARRIL INOX 20L. TANQUETA A16,brl,1
2026-02-20,BAR RESTAURANTE MERLY´S,BRL30V,BARRIL INOX 30L. EURONORMA,brl,1
2026-02-20,BAR RESTAURANTE MERLY´S,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,3
2026-02-20,BAR RESTAURANTE MERLY´S,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-02-20,BAR RESTAURANTE MERLY´S,ED30,ESTRELLA DAMM BARRIL 30,brl,1
2026-02-20,BAR RESTAURANTE MERLY´S,TU20,TURIA BARRIL 20L.,brl,1
2026-02-20,BAR SAGITARIO,0RF0019,/-COCA COLA LATA 33CL 24U,caj,1
2026-02-20,BAR SAGITARIO,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",caj,3
2026-02-20,BAR SAGITARIO,3ENV0029,C.C. CACAOLAT 30 U.,caj,1
2026-02-20,BAR SAGITARIO,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,caj,1
2026-02-20,BAR SAGITARIO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,caj,6
2026-02-20,BAR SAGITARIO,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,caj,3
2026-02-20,BAR SAGITARIO,0CF0060,DESCAFEINADO CAPSULAS GENERIC 50U,caj,2
2026-02-20,BAR SAGITARIO,ED13,ESTRELLA DAMM 1/3 RET. PP,caj,3
2026-02-20,BAR SAGITARIO,ED15LN,ESTRELLA DAMM 1/5 LN,caj,3
2026-02-20,BAR SAGITARIO,FD13,FREE DAMM 1/3 RET.,caj,3
2026-02-20,BAR SAGITARIO,0VE3263,IRREVERENTE VERMUT RESERVA 1L 1U,un,2
