query,lat,lon,error
"CARRETERA SANT ADRIA DEL BESOS-L 17, 08170 MONTORNÈS DEL VALLÈS, Spain",41.542545,2.2670557,
"Carrer de Sant Isidre 13, 08170 Montornès del Vallès, Spain",41.5430388,2.2665455,
"Carrer de Carles Riba 3, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5570691,2.2672664,
"Carrer del Sol 3, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5415646,2.2662977,
"Carrer de Jacint Verdaguer 9, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5422434,2.2649124,
"Carrer la Pau 10, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5444901,2.2638593,
"Carrer Major 57, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5424778,2.265765,
"Carrer de Sant Isidre 16, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5430388,2.2665455,
"Plaça del Poble 14, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5526116,2.266659,
"BV-5001 32-34, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5438864,2.2595229,
"Carrer de Federico García Lorca 2, 08170 MONTORNÈS DEL VALLÈS, Spain",41.554961,2.2688098,
"CALLE CONSELL DE CENT 5, 08170 MONTORNÈS DEL VALLÈS, Spain",41.538303,2.268774,
"Carrer de Federico García Lorca 23, 08170 MONTORNÈS DEL VALLÈS, Spain",41.554961,2.2688098,
"PASSEIG DE LA FLORIDA 15, 08130 SANTA PERPÈTUA DE MOGODA, Spain",41.53058,2.1858748,
"CARRER COLOM 209, 08223 TERRASSA, Spain",41.5570168,2.0244459,
"CARRETERA MONTCADA 148, 08223 TERRASSA, Spain",41.557086,2.012222,
"Carrer del Germà Joaquim 55, 08223 TERRASSA, Spain",41.5532104,2.0215891,
"Avinguda Nostra Senyora de Monts 22, 08504 SANT JULIÀ DE VILATORTA, Spain",41.923474,2.323136,
"Carretera Seva 2, 08554 SANT MIQUEL DE BALENYA, Spain",41.840463,2.246263,
"Carrer del Tiŀler 27, 08503 GURB, Spain",41.939953,2.235676,
"Avinguda Catalunya 3, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.523428,2.230063,
"Carrer de Milà 22, 08917 BADALONA, Spain",41.4559529,2.2189766,
"Carrer Ramon Pujols Claveras 42, 08510 RODA DE TER, Spain",41.982351,2.311175,
"Carrer Gran 15, 08506 CALLDETENES, Spain",41.9254761,2.2827543,
"CASA NOVA DEL CASTELL S/N, 08585 MONTESQUIU, Spain",42.108728,2.2086111,
"Carrer del Mestre Quer 12, 08580 SANT QUIRZE DE BESORA, Spain",42.1019282,2.2166902,
"AUTOVIA C-17 S/N, 08580 SANT QUIRZE DE BESORA, Spain",42.098082,2.218627,
"Carrer Josep Vilanova 27, 08572 SANT PERE DE TORELLÓ, Spain",42.0736365,2.2981884,
"CALLE DEL CASAL 1, 08415 BIGUES I RIELLS, Spain",41.6744354,2.2098212,
"CALLE DE LA FABRICA 26, 08187 SANTA EULALIA DE RONÇANA, Spain",41.6523952,2.229264,
"Carrer de Concepció Ducloux s/n, 17500 RIPOLL, Spain",42.1926975,2.194103,
"AVINGUDA DEL CASTELL 18, 08570 TORELLO, Spain",42.0547107,2.257411,
"Passeig de l'Ametlla 19, 08480 L'AMETLLA DEL VALLÈS, Spain",41.6672896,2.2621482,
"PASEO TER S/N, 08585 MONTESQUIU, Spain",42.108291,2.211026,
"Carrer Rosselló 22, 08521 BELLAVISTA, Spain",41.3484641,2.0338876,
"PASAJE MARTI S/N, 08185 LLIÇÀ DE VALL, Spain",41.5915542,2.2422403,
"Camí de la Pineda 6, 08186 LLIÇÀ D'AMUNT, Spain",41.6071575,2.2269124,
"Passeig l'Alzina 1, 08420 CANOVELLES, Spain",41.6172558,2.26983,
"Carrer de Joanot Martorell 34, 08403 GRANOLLERS, Spain",41.6052689,2.2753477,
"Passeig de la Conca de Besòs 45, 08403 GRANOLLERS, Spain",41.603069,2.278425,
"Carrer de la Ribera d'Ebre 56, 08186 LLIÇÀ D'AMUNT, Spain",41.6156392,2.2174176,
"Carrer Can Nadal 12, 08185 LLIÇÀ DE VALL, Spain",41.589667,2.249997,
"Passeig de les Corts Catalanes 7, 08160 MONTMELÓ, Spain",41.5506985,2.2440707,
"Carrer de Folch i Torres 102, 08186 LLIÇÀ D'AMUNT, Spain",41.6116458,2.2393525,
"Carrer d'Anselm Clavé 60, 08186 LLIÇÀ D'AMUNT, Spain",41.6161686,2.2373753,
"Carrer de Barcelona 136, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.530066,2.222507,
"CALLE GALILEU GALILEI 16, 08403 GRANOLLERS, Spain",41.594034,2.265173,
"Camí del Gual 11, 08187 SANTA EULÀLIA DE RONÇANA, Spain",41.638043,2.2369904,
"CALLE RAFAEL CASANOVA 6, 08186 LLIÇÀ D'AMUNT, Spain",41.607504,2.239886,
"Avinguda dels Països Catalans 90, 08186 LLIÇÀ D'AMUNT, Spain",41.6116029,2.2411059,
"CALLE ANSELM CLAVE 70, 08186 LLIÇÀ D'AMUNT, Spain",41.608204,2.23898,
"CALLE MATARRANYA 2, 08186 LLIÇÀ D'AMUNT, Spain",41.61838,2.215756,
"Carrer Raval 5, 08185 PARETS DEL VALLES, Spain",41.5746876,2.23515,
"Carrer Major 27, 08160 MONTMELÓ, Spain",41.5510434,2.247244,
"Carrer Barcelona 60, 08521 BELLAVISTA, Spain",41.6180018,2.2973716,
"CALLE VIC 7, 08160 MONTMELÓ, Spain",41.552295,2.24834,
"Pasaje Extremadura S/N, 08521 LES FRANQUESES DEL VALLES, Spain",41.645286,2.299086,
"C-17 17, 17500 RIPOLL, Spain",42.199249,2.185335,
"Carrer Pirineu S/N, 08519 TAVERNOLES, Spain",41.9552908,2.3266059,
"Ctra. Parador Km. 7, 08519 TAVÈRNOLES, Spain",41.9734211,2.3463586,
"BP-4654 Km 1.2, 08588 SORA, Spain",42.0882472,2.1459742,
"CARRER AJUNTAMENT 5, 08571 SAN VICENÇ DE TORELLO, Spain",42.0624286,2.2738672,
"Plaça del Dr. Robert 1, 17867 CAMPRODON, Spain",42.3138407,2.3645719,
"Carrer d'Europa 1, 08913 BADALONA, Spain",41.4382361,2.2166687,
"Carrer Provença 29, 08521 BELLAVISTA, Spain",41.6166654,2.2955963,
"CARRER MARE DE DEU DE LA SALUT 3, 08187 SANTA EULÀLIA DE RONÇANA, Spain",41.6523952,2.229264,
"Avinguda del Mil·lenari s/n, 08160 MONTMELÓ, Spain",41.5515189,2.2480812,
"CARRER DE L'ANOIA 7, 08192 SANT QUIRZE DEL VALLÈS, Spain",41.5411615,2.0754028,
"Carrer de Palaudàries 88, 08186 LLIÇÀ D'AMUNT, Spain",41.594324,2.190484,
"AVENIDA MIL.LENARI 12, 08160 MONTMELÓ, Spain",41.552371,2.242269,
"CALLE PINTOR HUGUET 62, 08226 TERRASSA, Spain",41.57224,2.024735,
"CARRER DE VOLTREGÀ 15, 08570 TORELLÓ, Spain",42.0478304,2.2643391,
"CARRETERA OLESA S/N, 08232 VILADECAVALLS, Spain",41.5560241,1.9823341,
"Carretera de Ribes 21, 08585 MONTESQUIU, Spain",42.10904,2.207994,
"Plaça Nova 8, 08570 TORELLÓ, Spain",42.0475064,2.263752,
"Avinguda de Catalunya 61, 08185 LLIÇÀ DE VALL, Spain",41.5808934,2.2367252,
"CARRETERA LA ROCA S/N, 08105 SANT FOST DE CAMPSENTELLE, Spain",41.513284,2.212791,
"Plaça la Vila 2, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.518716,2.2326116,
"Carrer del Pont 31, 08570 TORELLÓ, Spain",42.0481713,2.262569,
"Carretera de Manlleu km 4, 08503 GURB, Spain",41.934421,2.255464,
"Plaça Sant Isidre S/N, 08160 MONTMELÓ, Spain",41.5515189,2.2480812,
"Avinguda Tecla Sala 40, 08510 RODA DE TER, Spain",41.986921,2.31231,
"Passeig Andalusia 5, 08521 BELLAVISTA, Spain",41.621632,2.299051,
"Plaça Mossen Cinto Verdaguer 3, 08519 FOLGUEROLES, Spain",41.938659,2.319119,
"CALLE METALURGIA S/N, 08186 LLIÇA D´AMUNT, Spain",41.662351,-4.767047,
"Carretera de Balenyà 237, 08552 TARADELL, Spain",41.8713408,2.2845275,
"Carrer Montseny 15, 08519 TAVÈRNOLES, Spain",41.9531434,2.3265049,
"Carrer Sant Roc 68, 08570 TORELLÓ, Spain",42.0434643,2.2705831,
"Carrer de Manlleu 7, 08570 TORELLO, Spain",42.0450403,2.2677302,
"N-260 104, 17860 SANT JOAN DE LES ABADESSES, Spain",42.243317,2.310344,
"Carrer Lleida 7, 17403 SANT HILARI SACALM, Spain",41.8792429,2.5112633,
"PLAZA CONSTITUCIO S/N, 17534 RIBES DE FRESER, Spain",42.317635,2.135143,
"Carrer de l'Alcalde Pere Rovira 2, 17860 SANT JOAN DE LES ABEDESSES, Spain",42.238681528571426,2.2980390666666666,
"Carrer de Sant Quinti 45, 17534 RIBES DE FRESER, Spain",42.30526,2.1669895,
"PLAZA ANSELM CLAVE 3, 17530 CAMPDEVÀNOL, Spain",42.2231128,2.1689682,
"CALLE SANT JAUME 25, 17401 ARBÚCIES, Spain",41.815394,2.51292,
"Carrer de la Canal 9, 17869 VILALLONGA DE TER, Spain",42.3303463,2.3117865,
"N-2 494, 25250 BELLPUIG, Spain",41.634204,0.990352,
"PLAZA MARQUES DE LA QUADRA 11, 08504 SANT JULIÀ DE VILATORTA, Spain",41.922324,2.32571,
"CALLE BELLMUNT 12, 08503 GURB, Spain",41.940776,2.246838,
"CARRETERA C-17 S/N, 08551 TONA, Spain",41.853175,2.237279,
"CALLE JACINT VERDAGUER 20, 08503 GURB, Spain",41.9463709,2.2391686,
"CALLE DOCTOR BAYES 2, 08551 TONA, Spain",41.853765,2.22897,
"CALLE NURIA 27, 08504 SANT JULIÀ DE VILATORTA, Spain",41.923398,2.323465,
"CARRETERA BALENYA KM 1,3, 08552 TARADELL, Spain",41.871949,2.284815,
"Carrer Montserrat 20, 08507 SANTA EUGÈNIA DE BERGA, Spain",41.899496,2.2825786,
"CALLE PUIG-ROVI 31, 08570 TORELLÓ, Spain",42.013517,2.238254,
"AVENIDA MONTSERRAT 7, 08570 TORELLÓ, Spain",42.052264,2.255546,
"PASEO PLA DE TEIA 38, 08584 SANTA MARIA DE BESORA, Spain",42.127026,2.258523,
"LUGAR SANTUARI DE BELLMUNT 1, 08572 SANT PERE DE TORELLÓ, Spain",42.0754755,2.2955862,
"CALLE MONTESQUIU 41, 08570 TORELLÓ, Spain",42.050286,2.254721,
"PLAZA NOVA 2, 08570 TORELLÓ, Spain",42.047152,2.263698,
"CALLE EL CANIGO 68, 08570 TORELLÓ, Spain",42.0478304,2.2643391,
"CARRETERA BERGA 6, 08580 SANT QUIRZE DE BESORA, Spain",42.100798,2.217021,
"CALLE TER 66, 08570 TORELLÓ, Spain",42.049022,2.253543,
"CALLE JOSEP VILANOVA 6, 08572 SANT PERE DE TORELLÓ, Spain",42.074246,2.29724,
"AVENIDA LA SEU 2, 08503 GURB, Spain",41.945959,2.247032,
"CALLE MAJOR 12, 08519 FOLGUEROLES, Spain",41.938177,2.316118,
"PLAÇA MAJOR 12, 08510 RODA DE TER, Spain",41.9808584,2.3095312,
"CALLE SANT PERE 32, 08510 RODA DE TER, Spain",41.985076,2.312304,
"PLAZA ONZE DE SETEMBRE 1, 08506 CALLDETENES, Spain",41.9249503,2.2848041,
"CALLE BAC DE RODA 40, 08510 RODA DE TER, Spain",41.9822748,2.3094131,
"AVENIDA TECLA SALA S/N, 08510 RODA DE TER, Spain",41.985266,2.310546,
"CALLE TORRENT 3, 08510 RODA DE TER, Spain",41.98443,2.308899,
"Lugar Pairot de Baix s/n, 08509 SANTA CECILIA DE VOLTREGÀ, Spain",41.9930549,2.222325,
"CALLE BAC DE RODA 45, 08510 RODA DE TER, Spain",41.9822748,2.3094131,
"CALLE BATLLE SERRALLONGA 11, 08512 SANT HIPÒLIT DE VOLTREGÀ, Spain",42.0161934,2.2388383,
"Avinguda Gaudí 34, 08512 SANT HIPÒLIT DE VOLTREGÀ, Spain",42.014045,2.242938,
"Carrer Barcelona 28, 08508 LES MASIES DE VOLTREGÀ, Spain",42.0163676,2.2451322,
"CALLE BAC DE RODA 44, 08510 RODA DE TER, Spain",41.983771,2.309812,
"CALLE GRAN 9, 08506 CALLDETENES, Spain",41.925392,2.283332,
"AVENIDA SANT BARTOMEU DEL GRAU S/N, 08503 GURB, Spain",41.9409869,2.2433019,
"CALLE SANT JORDI 9, 08503 GURB, Spain",41.94034,2.241497,
"Avinguda Tecla Sala 42, 08510 RODA DE TER, Spain",41.986976,2.312363,
"CALLE MOSSEN PARASSOLS 1, 08570 TORELLÓ, Spain",42.046868,2.262668,
"Carretera de Prats de Lluça Km 53,5, 08279 AVINYÓ, Spain",41.8630096,1.9707409,
"Camí la Vallmitjana s/n, 08552 TARADELL, Spain",41.86314,2.294464,
"Avinguda de Sant Llorenç 68, 08504 SANT JULIÀ DE VILATORTA, Spain",41.9237581,2.3284353,
"CARRETERA B-521 (SANT HIPOLIT) KM 4, 08503 GURB, Spain",41.9409869,2.2433019,
"CARRETERA C-25 EIX TRANSVE KM 174,6, 08503 GURB, Spain",41.935411,2.185023,
"Carrer Núria 103, 08570 TORELLÓ, Spain",42.0513068,2.2545759,
"Carrer de Barcelona 71, 08510 RODA DE TER, Spain",41.9782312,2.3060818,
"Passeig de la Suïssa s/n, 08551 TONA, Spain",41.8559253,2.2220161,
"CALLE SANTA FE 2, 08552 TARADELL, Spain",41.8833797,2.302225,
"Carrer de Puig-l'agulla s/n, 08504 SANT JULIÀ DE VILATORTA, Spain",41.877433,2.342516,
"CARRETERA B-522 VIC-MANLLEU KM 2, 08503 GURB, Spain",41.986816,2.27839,
"Carrer de Sant Feliu 19, 08570 TORELLÓ, Spain",42.0463541,2.2624909,
"Carrer dels Estudis 6, 08570 TORELLÓ, Spain",42.0479743,2.2657815,
"Plaça els Països Catalans 1, 08570 TORELLÓ, Spain",42.046584,2.262793,
"CALLE BARCELONA 13, 08503 GURB, Spain",41.942629,2.244944,
"Avinguda Pau Casals 22, 08506 CALLDETENES, Spain",41.9258616,2.2859611,
"Calle de Enrique Prat de la Riba 15, 08570 TORELLÓ, Spain",42.015765,2.243563,
"CALLE PIRINEU 22, 08507 SANTA EUGÈNIA DE BERGA, Spain",41.903547,2.28422,
"MATABOSCH C DEL TER 200, 08570 TORELLÓ, Spain",42.0502768,2.2484512,
"CALLE PIRINEU 8, 08510 LES MASIES DE RODA, Spain",41.995846,2.297301,
"AVENIDA LA RIBERA 5, 08503 GURB, Spain",41.948984,2.250482,
"C/ ESQUIROL S/N, 08570 TORELLÓ, Spain",42.0472965,2.2748592,
"CARRETERA BV-5626 7, 08571 ST. VINCENÇ DE TORELLO, Spain",42.043783,2.270341,
"CALLE FRANÇA 16, 08228 TERRASSA, Spain",41.538702,2.043297,
"AUTOVIA C-17 KM 762, 08573 ORÍS, Spain",42.069317,2.238529,
"AVENIDA POMPEU FABRA 3, 08160 MONTMELO, Spain",41.5518731,2.2488782,
"Prat de la Riba 74, 08415 BIGUES I RIELLS, Spain",41.673337,2.214795,
"Plaça de la Vila S/N, 08185 LLIÇÀ DE VALL, Spain",41.5862431,2.2398562,
"PLAZA VILA 15, 08185 LLI#A DE VALL, Spain",41.5877772625,2.23510124375,
"Avinguda de Sant Julià 217, 08403 GRANOLLERS, Spain",41.58018,2.273607,
"CARRETERA CALDES KM 14-15, 08186 LLIÇÀ D'AMUNT, Spain",41.62902,2.231529,
"CALLE DIPUTACIO 10, 08160 MONTMELO, Spain",41.551822,2.246819,
"Carrer Tenes 23, 08186 LLIÇÀ D'AMUNT, Spain",41.6134097,2.2390942,
"ANSELM CLAVE 3, 08106 SANTA MARIA DE MARTORELLES, Spain",41.519817,2.254387,
"CALLE CELLECS 6, 08520 LES FRANQUESES DEL VALLES, Spain",41.629072,2.29732,
"CALLE LA PRIMAVERA 10, 08107 MARTORELLES, Spain",41.526515,2.230141,
"CALLE SANTIAGO RUSIÑOL, 08160 MONTMELO, Spain",41.5515189,2.2480812,
"AVENIDA PIERA 33, 08107 MARTORELLES, Spain",41.527819,2.231752,
"AVENIDA CATALUNYA 63, 08185 LLIÇÀ DE VALL, Spain",41.583679,2.237395,
"CALLE MATARRANYA 6, 08186 LLIÇA D'AMUNT, Spain",41.61838,2.215756,
"CALLE CARRERADA 11, 08107 MARTORELLES, Spain",41.533952,2.234048,
"PASEO ANDALUSIA 24, 08521 BELLAVISTA, Spain",36.7208677,-4.40228,
"PASEO ANDALUSIA 9, 08521 LES FRANQUESES DEL VALLÈS, Spain",41.645286,2.299086,
"CARRETERA PALAUDARIES 79, 08186 LLIÇÀ D'AMUNT, Spain",41.590069,2.20475,
"CARRETERA CALDES 57, 08403 GRANOLLERS, Spain",41.614384,2.275647,
"CALLE MAJOR 53, 08160 MONTMELÓ, Spain",41.550785,2.246633,
"CALLE LA VERNEDA 66-70, 08107 MARTORELLES, Spain",41.5399943,2.2347637,
"PLAZA LA VILA 4, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.518716,2.2326116,
"CALLE POMPEU FABRA 41, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.525413,2.221633,
"CALLE BARCELONA 74, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.527461,2.226068,
"AVENIDA SANT JERONI 4, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.523942,2.224113,
"AVENIDA SANT JERONI 7, 08105 SANT FOST, Spain",41.523484,2.224198,
"Carretera Cardedeu 1, 08520 BARCELONA, Spain",41.616102,2.310942,
"AVENIDA CANTALLOPS S/N, 08185 LLIÇÀ DE VALL, Spain",41.5807984,2.2366202,
"Carrer Folch i Torras 1, 08160 MONTMELÓ, Spain",41.5515189,2.2480812,
"PIRINEO 97, 08570 TORELLÓ, Spain",42.0478304,2.2643391,
"SABADELL A GRANOLLERS KM 10.5, 08185 LLIÇA DE VALL, Spain",41.5915542,2.2422403,
"AVENIDA PIERA 45, 08107 MARTORELLES, Spain",41.527396,2.234304,
"CALLE BARCELONA 62, 08521 LES FRANQUESES DEL VALLES, Spain",41.618656,2.298543,
"MONTSERRAT 41-43, 08185 LLIÇA DE VALL, Spain",41.588385,2.241882,
"AVENIDA CANOVELLES 86, 08420 CANOVELLES, Spain",41.621357,2.277598,
"CALLE GIRONA 300, 08521 BELLAVISTA, Spain",41.619471,2.2936313,
"NAVARRA 43, 08430 ROCA DEL VALLES (LA), Spain",41.601684,2.301198,
"CAN FENOSA 21, 08107 MARTORELLES, Spain",41.536072,2.237043,
"AVENIDA MIL.LENARI 15, 08160 MONTMELO, Spain",41.5518713,2.2420093,
"ANDALUCIA 4, 08520 LES FRANQUESES DEL VALLÈS, Spain",41.637459,2.312538,
"CALLE DOCTOR FLEMING 6, 08185 LLIÇÀ DE VALL, Spain",41.581326,2.222663,
"CALLE FRANCESC LAYRET 19-21, 08107 MARTORELLES, Spain",41.529037,2.226338,
"CALLE L'HORTA 18, 08107 MARTORELLES, Spain",41.526739,2.230033,
"AVENIDA SANT JERONI 13, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.523006,2.223724,
"AVENIDA SANT JERONI 3, 08105 SANT FOST DE CAMPSENTELLES, Spain",41.523812,2.224574,
"CALLE VERNEDA 66-70, LOCAL 2, 08107 MARTORELLES, Spain",41.5399943,2.2347637,
"Plaça Augusta 3, 08173 SANT CUGAT DEL VALLÈS, Spain",41.4743059,2.0838603,
"POL. IND. PUIGTIO CARRER RIUDELLOTS, 17412 MAÇANET DE LA SELVA, Spain",41.7896143,2.7309372,
"Avinguda de la Llibertat 39, 08100 MOLLET DEL VALLES, Spain",41.5355148,2.2114478,
"AVENIDA LLIBERTAT 28, 08100 MOLLET DEL VALLES, Spain",41.534072,2.210196,
"AVENIDA BURGOS 76, 08100 MOLLET DEL VALLES, Spain",41.533859,2.208292,
"AVENIDA BADALONA 8, 08100 MOLLET DEL VALLES, Spain",41.534122,2.210026,
"CALLE MERCAT 7, 08100 MOLLET DEL VALLES, Spain",41.537172,2.211345,
"CALLE ITALIA 28-30, 08100 MOLLET DEL VALLES, Spain",41.534264,2.215983,
"AVENIDA LLIBERTAT 24, 08100 MOLLET DEL VALLÈS, Spain",41.535547,2.210962,
"Carrer de Magallanes 16, 08100 MOLLET DEL VALLES, Spain",41.5452446,2.2112416,
"RAMBLA BALMES 2, 08100 MOLLET DEL VALLES, Spain",41.5377848,2.2129105,
"CALLE ANSELM CLAVE 19-21, 08100 MOLLET DEL VALLES, Spain",41.5401113,2.2166876,
"Carrer Can Magre 23, 08100 MOLLET DEL VALLES, Spain",41.5431161,2.2190261,
"Plaça de Prat de la Riba 19, 08100 MOLLET DEL VALLES, Spain",41.538595,2.2134297,
"CALLE ENRIC MORERA 42, 08100 MOLLET DEL VALLES, Spain",41.5423105,2.220549,
"CALLE NICARAGUA 5, 08100 MOLLET DEL VALLES, Spain",41.5487701,2.205299,
"SALVADOR ESPRIU 32, 08100 MOLLET DEL VALLES, Spain",41.547238,2.2054979,
"Avinguda de Jaume I 77, 08100 MOLLET DEL VALLES, Spain",41.54036,2.2132852,
"ANTONI GAUDI 9, 08100 MOLLET DEL VALLÈS, Spain",41.5447327,2.2175533,
"CALLE GALLECS 17, 08100 MOLLET DEL VALLÈS, Spain",41.5442036,2.2102612,
"CALLE DE LA JUSTADA 18, 08100 MOLLET DEL VALLÈS, Spain",41.558723,2.229665,
"AVENIDA LLIBERTAT 45, 08100 MOLLET DEL VALLÈS, Spain",41.535441,2.211522,
"AVENIDA LLIBERTAT 4, 08100 MOLLET DEL VALLÈS, Spain",41.537521,2.212597,
"CALLE JOAN MARAGALL 19, 08100 MOLLET DEL VALLÈS, Spain",41.5365029,2.2064397,
"SANT JORDI 49, 08100 MOLLET DEL VALLÈS, Spain",41.5403851,2.2082685,
"CALLE ONZE DE SETEMBRE 9-13, 08100 MOLLET DEL VALLÈS, Spain",41.557192,2.223279,
"CALLE SANT VALENTI 1, 08100 MOLLET DEL VALLÈS, Spain",41.5346681,2.208184,
"AVENIDA ANTONI GAUDI 8, 08100 MOLLET DEL VALLÈS, Spain",41.544604,2.217751,
"CALLE MOLI DE CAN BASSA S/N, 08100 MOLLET DEL VALLÈS, Spain",41.5393484,2.2130934,
"AVENIDA ANTONI GAUDI 19, 08100 MOLLET DEL VALLÈS, Spain",41.5455691,2.217966,
"RAMBLA JOSEP TARRADELLAS 1-3, 08500 VIC, Spain",41.9242917,2.2519606,
"CALLE DOCTOR JUNYENT 10, 08500 VIC, Spain",41.928286,2.250602,
"PLAZA SANTS MARTIRS 26, 08500 VIC, Spain",41.930443,2.258265,
"CALLE SANT ANTONI MARIA CLARET 1, 08500 VIC, Spain",41.928181,2.254155,
"CALLE PRUIT S/N, 08500 VIC, Spain",41.93233725852713,2.248581807105943,
"AVENIDA MARTI GENIS I AGUILAR 27, 08500 VIC, Spain",41.925614,2.256292,
"CALLE MARE DE DEU DE LORDA 2, 08500 VIC, Spain",41.9199825,2.2543655,
"AVENIDA PAISOS CATALANS 95, 08500 VIC, Spain",41.928107,2.248833,
"CALLE PARE GALLISSA 5, 08500 VIC, Spain",41.93319,2.250452,
"CALLE JAUME I EL CONQUERIDOR 1, 08500 VIC, Spain",41.933051,2.254482,
"CALLE SOLEDAT 13, 08500 VIC, Spain",41.926338,2.255634,
"CALLE PERE MARTELL 80, 08917 BADALONA, Spain",41.447979,2.226439,
"CALLE GIRONA 337, 08402 GRANOLLERS, Spain",41.620874,2.292886,
"CALLE GIRONA 14, 08402 GRANOLLERS, Spain",41.609156,2.290793,
"PLAZA JAUME I 15, 08402 GRANOLLERS, Spain",41.6187803,2.2923604,
"CALLE LLUIS VIVES 45, 08402 GRANOLLERS, Spain",41.61012,2.296135,
"GIRONA, 52, 08402 GRANOLLERS, Spain",41.610811,2.291218,
"PLAZA CAN BASSA 2, 08402 GRANOLLERS, Spain",41.591002,2.287583,
"CALLE ESTEVE GARRELL 3, 08402 GRANOLLERS, Spain",41.5918442,2.2874578,
"PLAZA FONT VERDA 1, 08402 GRANOLLERS, Spain",41.607664,2.293593,
"PLAZA PAU CASALS 14, 08402 GRANOLLERS, Spain",41.606661,2.2900905,
"CALLE PRINCEP DE VIANA 8, 08401 GRANOLLERS, Spain",41.6060897,2.2874201,
"CALLE CAMP DE LES MORERES 5, 08401 GRANOLLERS, Spain",41.600349,2.283998,
"CALLE JOAN PERE FONTANELLA 41, 08401 GRANOLLERS, Spain",41.605236,2.283649,
"ESTEVE TERRADES 38, 08401 GRANOLLERS, Spain",41.597012,2.289864,
"CALLE MARE DE DEU DE MONTSERRAT 56, 08401 GRANOLLERS, Spain",41.599716,2.284432,
"CALLE MIQUEL RICOMA 92, 08401 GRANOLLERS, Spain",41.605052,2.286256,
"CALLE RAFAEL CASANOVA 56, 08401 GRANOLLERS, Spain",41.6128208,2.2862277,
"CALLE JOSEP TORRAS I BAGES 50, 08401 GRANOLLERS, Spain",41.610758,2.286951,
"CALLE ISABEL DE VILLENA 35, 08401 GRANOLLERS, Spain",41.604753,2.2845611,
"CALLE SANT JAUME 32, 08401 GRANOLLERS, Spain",41.608074,2.285551,
"CALLE TRES TORRES 16, 08401 GRANOLLERS, Spain",41.598184,2.284605,
"RAFAEL CASANOVAS 50, 08401 GRANOLLERS, Spain",41.612303,2.286192,
"RAMBLA PAISOS CATALANS 77, 08110 MONTCADA I REIXAC, Spain",41.4917237,2.1845151,
"PLAZA DALT VILA 12, 08560 MANLLEU, Spain",42.001309,2.283665,
"ENRIC DELARIS 28, 08560 MANLLEU, Spain",41.9996008,2.2830133,
"CALLE SANTA MARIA DE CORCO 23, 08560 MANLLEU, Spain",42.007475,2.290126,
"CALLE SOGORB 35-37, 08560 MANLLEU, Spain",42.005885,2.287835,
"CARRETERA RODA 18, 08560 MANLLEU, Spain",42.0021369,2.2941505,
"PLAZA FRA BERNADI 27, 08560 MANLLEU, Spain",42.000067,2.284606,
"CALLE BUTJOSA 58, 08150 PARETS DEL VALLES, Spain",41.561746,2.220329,
"CALLE VICTOR CATALA 15, 08150 PARETS DEL VALLES, Spain",41.573881,2.23778,
"LA SALUT 37 A, 08150 PARETS DEL VALLES, Spain",41.5611489,2.2207326,
"D'EN GEGANT 10, 08150 PARETS DEL VALLES, Spain",41.578753,2.221061,
"CALLE POESIA 7, 08150 PARETS DEL VALLÈS, Spain",41.572229,2.225143,
"PLAZA PAISOS CATALANS 1, 08170 MONTORNES DEL VALLES, Spain",41.54072,2.263409,
"Avinguda de l'Onze de Setembre 48, 08170 MONTORNÈS DEL VALLÈS, Spain",41.545088,2.269634,
"Carrer de Federico García Lorca 12, 08170 MONTORNES DEL VALLES, Spain",41.554961,2.2688098,
"CALLE GENERAL PRIM 6, 08170 MONTORNÈS DEL VALLÈS, Spain",41.541065,2.26597,
"CALLE SANT ISIDRE 16, 08170 MONTORNÈS DEL VALLÈS, Spain",41.543209,2.26583,
"Carrer de Jacint Verdaguer 6, 08170 MONTORNÈS DEL VALLÈS, Spain",41.5422888,2.2650062,
"AVENIDA VALLES 546, 08227 TERRASSA, Spain",41.5513878,2.0379839,
"CALLE JOSEP TARRADELLAS 28, 08160 MONTMELO, Spain",41.551118,2.244188,
"Carrer Major 16, 08160 MONTMELÓ, Spain",41.5510434,2.247244,
"JOSEP TARRADELLAS 16, 08160 MONTMELO, Spain",41.550563,2.244374,
"PLAZA SANT ISIDRE 11, 08160 MONTMELO, Spain",41.549765,2.248401,
"CALLE MAJOR 11, 08160 MONTMELO, Spain",41.551207,2.247909,
"CALLE SANTIAGO RUSI?OL 9, 08160 MONTMELÓ, Spain",41.550178,2.249563,
