Material,TpMt,UMA,Contador,Denom.,Código EAN/UPC,Longitud,Unidad dimensión,Ancho,Unidad dimensión,Altura,Unidad dimensión,Unidad dimensión,Volumen,UV,UV,Peso bruto,Un,Un,Peso neto,Un,Jquía.productos
0AM1561,ZFIN,UN,1,1,,0,,0,,0,,,0,,,4,KG,KG,4,KG,00AM71ZZEDDIE4
0AM1561,ZFIN,CAJ,2,1,,40,CM,36,CM,27,CM,CM,0.389,HL,HL,20.08,KG,KG,4,KG,00AM71ZZEDDIE4
0AM1560,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00AM72C0PCA1E3
0AM1560,ZFIN,CAJ,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00AM72C0PCA1E3
0AM1560,ZFIN,ZCE,100,104,,0,,0,,0,,,0,,,0,,,0,KG,00AM72C0PCA1E3
0AM1560,ZFIN,KG,100,750,,0,,0,,0,,,0,,,0,,,0,KG,00AM72C0PCA1E3
0AM1560,ZFIN,UN,1,1500,,0,,0,,0,,,0,,,0,,,0,KG,00AM72C0PCA1E3
0AM1559,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00AM72C0EDDIE3
0AM1559,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00AM72C0EDDIE3
0AM1559,ZFIN,PAL,2880,1,,0,,0,,0,,,0,,,0,,,0,KG,00AM72C0EDDIE3
0AM1559,ZFIN,KG,100,10,,0,,0,,0,,,0,,,0,,,0,KG,00AM72C0EDDIE3
0AM1559,ZFIN,ZCE,100,2,,0,,0,,0,,,0,,,0,KG,KG,0,KG,00AM72C0EDDIE3
0AM1559,ZFIN,CAJ,60,1,,51,CM,32,CM,40,CM,CM,0.653,HL,HL,6.79,KG,KG,0,KG,00AM72C0EDDIE3
0AM1558,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1558,ZFIN,PAL,720,1,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1558,ZFIN,CAJ,6,1,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1558,ZFIN,L,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1558,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1558,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1558,ZFIN,UN,1,1,,0,CM,0,CM,0,CM,CM,0.5,L,L,0.94,KG,KG,0.5,KG,00AM69ZZFORPE4
0AM1557,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,3,KG,00AM82ZZEDDIE4
0AM1557,ZFIN,ZCE,100,39,,0,,0,,0,,,0,,,0,,,3,KG,00AM82ZZEDDIE4
0AM1557,ZFIN,KG,100,300,,0,,0,,0,,,0,,,0,,,3,KG,00AM82ZZEDDIE4
0AM1557,ZFIN,UN,1,6,,0,,0,,0,,,0,,,0,,,3,KG,00AM82ZZEDDIE4
0AM1557,ZFIN,CAJ,1,1,,0,,0,,0,,,0,,,3.4,KG,KG,3,KG,00AM82ZZEDDIE4
0AM1557,ZFIN,PAL,64,1,8413575000054,0,,0,,0,,,0,,,0,,,3,KG,00AM82ZZEDDIE4
0AM1554,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0.4,KG,00AM84ZZEDDIE4
0AM1554,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.4,KG,00AM84ZZEDDIE4
0AM1554,ZFIN,PAL,1584,1,,0,,0,,0,,,0,,,0,,,0.4,KG,00AM84ZZEDDIE4
0AM1554,ZFIN,CAJ,24,1,,0,,0,,0,,,0,,,0,,,0.4,KG,00AM84ZZEDDIE4
0AM1554,ZFIN,ZCE,100,5,,0,,0,,0,,,0,,,0,,,0.4,KG,00AM84ZZEDDIE4
0AM1554,ZFIN,KG,100,40,,0,,0,,0,,,0,,,0,,,0.4,KG,00AM84ZZEDDIE4
0AM1553,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,2.5,KG,00AM78ZZEDDIE4
0AM1553,ZFIN,CAJ,3,1,,0,,0,,0,,,0,,,0,,,2.5,KG,00AM78ZZEDDIE4
0AM1553,ZFIN,ZCE,100,33,,0,,0,,0,,,0,,,0,,,2.5,KG,00AM78ZZEDDIE4
0AM1553,ZFIN,KG,100,250,,0,,0,,0,,,0,,,0,,,2.5,KG,00AM78ZZEDDIE4
0AM1553,ZFIN,UN,1,1,,0,,0,,0,,,0,,,2.5,KG,KG,2.5,KG,00AM78ZZEDDIE4
0AM1553,ZFIN,PAL,300,1,8410069014993,0,,0,,0,,,0,,,0,,,2.5,KG,00AM78ZZEDDIE4
0AM1552,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00AM72ZZEDDIE4
0AM1552,ZFIN,CAJ,1,1,,0,,0,,0,,,0,,,0,,,0,KG,00AM72ZZEDDIE4
0AM1552,ZFIN,ZCE,100,13,,0,,0,,0,,,0,,,0,,,0,KG,00AM72ZZEDDIE4
0AM1552,ZFIN,KG,100,100,,0,,0,,0,,,0,,,0,,,0,KG,00AM72ZZEDDIE4
0AM1552,ZFIN,UN,1,1,,0,,0,,0,,,0,,,1,KG,KG,0,KG,00AM72ZZEDDIE4
0AM1551,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.34,KG,00AM83ZZEDDIE4
0AM1551,ZFIN,PAL,1600,1,,0,,0,,0,,,0,,,0,,,0.34,KG,00AM83ZZEDDIE4
0AM1551,ZFIN,CAJ,8,1,,0,,0,,0,,,0,,,0,,,0.34,KG,00AM83ZZEDDIE4
0AM1551,ZFIN,ZCE,100,4,,0,,0,,0,,,0,,,0,,,0.34,KG,00AM83ZZEDDIE4
0AM1551,ZFIN,KG,100,34,,0,,0,,0,,,0,,,0,,,0.34,KG,00AM83ZZEDDIE4
0AM1551,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0.55,KG,KG,0.34,KG,00AM83ZZEDDIE4
0AM1549,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1549,ZFIN,CAJ,6,1,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1549,ZFIN,L,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1549,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1549,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1549,ZFIN,UN,1,1,,0,CM,0,CM,0,CM,CM,0,DM3,DM3,0.89,KG,KG,0.5,KG,00AM69ZZFORPE4
0AM1549,ZFIN,PAL,1080,1,8412336011247,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1543,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,1.02,KG,00AM75ZZEDDIE4
0AM1543,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,1.02,KG,00AM75ZZEDDIE4
0AM1543,ZFIN,PAL,648,1,,0,,0,,0,,,0,,,0,,,1.02,KG,00AM75ZZEDDIE4
0AM1543,ZFIN,CAJ,12,1,,0,,0,,0,,,0,,,0,,,1.02,KG,00AM75ZZEDDIE4
0AM1543,ZFIN,ZCE,100,13,,0,,0,,0,,,0,,,0,,,1.02,KG,00AM75ZZEDDIE4
0AM1543,ZFIN,KG,100,100,,0,,0,,0,,,0,,,0,,,1.02,KG,00AM75ZZEDDIE4
0AM1541,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,1,KG,00AM69OGFORPE3
0AM1541,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,1,KG,00AM69OGFORPE3
0AM1541,ZFIN,PAL,675,1,,0,,0,,0,,,0,,,0,,,1,KG,00AM69OGFORPE3
0AM1541,ZFIN,CAJ,15,1,,0,,0,,0,,,0,,,0,,,1,KG,00AM69OGFORPE3
0AM1541,ZFIN,L,100,100,,0,,0,,0,,,0,,,0,,,1,KG,00AM69OGFORPE3
0AM1541,ZFIN,ZCE,100,13,,0,,0,,0,,,0,,,0,,,1,KG,00AM69OGFORPE3
0AM1541,ZFIN,KG,100,100,,0,,0,,0,,,0,,,0,,,1,KG,00AM69OGFORPE3
0AM1539,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,3.16,KG,00AM71ZZEDDIE4
0AM1539,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,3.16,KG,00AM71ZZEDDIE4
0AM1539,ZFIN,PAL,528,1,,0,,0,,0,,,0,,,0,,,3.16,KG,00AM71ZZEDDIE4
0AM1539,ZFIN,CAJ,6,1,,0,,0,,0,,,0,,,0,,,3.16,KG,00AM71ZZEDDIE4
0AM1539,ZFIN,ZCE,100,39,,0,,0,,0,,,0,,,0,,,3.16,KG,00AM71ZZEDDIE4
0AM1539,ZFIN,KG,100,300,,0,,0,,0,,,0,,,0,,,3.16,KG,00AM71ZZEDDIE4
0AM1537,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.19,KG,00AM81EPEDDIE4
0AM1537,ZFIN,PAL,2160,1,,0,,0,,0,,,0,,,0,,,0.19,KG,00AM81EPEDDIE4
0AM1537,ZFIN,CAJ,24,1,,0,,0,,0,,,0,,,0,,,0.19,KG,00AM81EPEDDIE4
0AM1537,ZFIN,ZCE,100,2,,0,,0,,0,,,0,,,0,,,0.19,KG,00AM81EPEDDIE4
0AM1537,ZFIN,KG,100,19,,0,,0,,0,,,0,,,0,,,0.19,KG,00AM81EPEDDIE4
0AM1537,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0.19,KG,KG,0.19,KG,00AM81EPEDDIE4
0AM1536,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1536,ZFIN,CAJ,24,1,,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1536,ZFIN,ZCE,100,2,,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1536,ZFIN,KG,100,12,,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1536,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0.16,KG,KG,0.16,KG,00AM75EPEDDIE4
0AM1536,ZFIN,PAL,2160,1,8427230232001,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1535,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.17,KG,00AM75EPEDDIE4
0AM1535,ZFIN,L,100,170,,0,,0,,0,,,0,,,0,,,0.17,KG,00AM75EPEDDIE4
0AM1535,ZFIN,ZCE,100,2,,0,,0,,0,,,0,,,0,,,0.17,KG,00AM75EPEDDIE4
0AM1535,ZFIN,UN,1,1,,0,,0,,0,,,0,L,L,0.17,KG,KG,0.17,KG,00AM75EPEDDIE4
0AM1535,ZFIN,CAJ,24,1,,51,CM,31,CM,16,CM,CM,0.253,HL,HL,0,,,0.17,KG,00AM75EPEDDIE4
0AM1534,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.17,KG,00AM75EPEDDIE4
0AM1534,ZFIN,PAL,3500,1,,0,,0,,0,,,0,,,0,,,0.17,KG,00AM75EPEDDIE4
0AM1534,ZFIN,CAJ,25,1,,0,,0,,0,,,0,,,0,,,0.17,KG,00AM75EPEDDIE4
0AM1534,ZFIN,ZCE,100,2,,0,,0,,0,,,0,,,0,,,0.17,KG,00AM75EPEDDIE4
0AM1534,ZFIN,KG,100,15,,0,,0,,0,,,0,,,0,,,0.17,KG,00AM75EPEDDIE4
0AM1534,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0.17,KG,KG,0.17,KG,00AM75EPEDDIE4
0AM1533,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1533,ZFIN,PAL,2160,1,,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1533,ZFIN,CAJ,24,1,,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1533,ZFIN,ZCE,100,2,,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1533,ZFIN,KG,100,15,,0,,0,,0,,,0,,,0,,,0.16,KG,00AM75EPEDDIE4
0AM1533,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0.16,KG,KG,0.16,KG,00AM75EPEDDIE4
0AM1532,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,2,KG,00AM69ZZFORPE4
0AM1532,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1532,ZFIN,CAJ,8,1,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1532,ZFIN,L,100,200,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1532,ZFIN,ZCE,100,26,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1532,ZFIN,KG,100,200,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1532,ZFIN,PAL,280,1,8422994000514,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1531,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,5,KG,00AM69ZZFORGE4
0AM1531,ZFIN,CAJ,3,1,,0,,0,,0,,,0,,,0,,,5,KG,00AM69ZZFORGE4
0AM1531,ZFIN,L,100,500,,0,,0,,0,,,0,,,0,,,5,KG,00AM69ZZFORGE4
0AM1531,ZFIN,ZCE,100,65,,0,,0,,0,,,0,,,0,,,5,KG,00AM69ZZFORGE4
0AM1531,ZFIN,KG,100,500,,0,,0,,0,,,0,,,0,,,5,KG,00AM69ZZFORGE4
0AM1531,ZFIN,UN,1,1,5071470,0,,0,,0,,,0,,,0,KG,KG,5,KG,00AM69ZZFORGE4
0AM1531,ZFIN,PAL,150,1,8422994000521,0,,0,,0,,,0,,,0,,,5,KG,00AM69ZZFORGE4
0AM1529,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM81ZZEDDIE4
0AM1529,ZFIN,PAL,800,1,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM81ZZEDDIE4
0AM1529,ZFIN,L,100,25,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM81ZZEDDIE4
0AM1529,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM81ZZEDDIE4
0AM1529,ZFIN,KG,100,300,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM81ZZEDDIE4
0AM1529,ZFIN,CAJ,8,1,,38.8,CM,23.7,CM,25,CM,CM,0.023,M3,M3,10.83,KG,KG,0.25,KG,00AM81ZZEDDIE4
0AM1529,ZFIN,UN,1,1,,0,,0,,0,,,0.25,L,L,0,KG,KG,0.25,KG,00AM81ZZEDDIE4
0AM1527,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0.5,KG,00AM69ZZFORPE4
0AM1527,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1527,ZFIN,L,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1527,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1527,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1525,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,1,KG,00AM69ZZFORPE4
0AM1525,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1525,ZFIN,PAL,40,1,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1525,ZFIN,L,100,100,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1525,ZFIN,ZCE,100,13,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1525,ZFIN,KG,100,100,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1524,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,250,KG,00AM69ZZFORPE4
0AM1524,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1524,ZFIN,PAL,40,1,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1524,ZFIN,L,100,25,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1524,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1524,ZFIN,KG,100,25,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1522,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1522,ZFIN,PAL,40,1,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1522,ZFIN,CAJ,12,1,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1522,ZFIN,L,100,25,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1522,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1522,ZFIN,KG,100,25,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1522,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0.25,KG,KG,0.25,KG,00AM69ZZFORPE4
0AM1521,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1521,ZFIN,L,100,25,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1521,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1521,ZFIN,KG,100,25,,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1521,ZFIN,CAJ,12,1,,20,CM,14,CM,23,CM,CM,6.44,DM3,DM3,0,,,0.25,KG,00AM69ZZFORPE4
0AM1521,ZFIN,UN,1,1,5075225,0,,0,,0,,,0.25,L,L,0.25,KG,KG,0.25,KG,00AM69ZZFORPE4
0AM1521,ZFIN,PAL,1800,1,5075218,0,,0,,0,,,0,,,0,,,0.25,KG,00AM69ZZFORPE4
0AM1520,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,2.8,KG,00AM69ZZFORPE4
0AM1520,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,2.8,KG,00AM69ZZFORPE4
0AM1520,ZFIN,L,100,280,,0,,0,,0,,,0,,,0,,,2.8,KG,00AM69ZZFORPE4
0AM1520,ZFIN,ZCE,100,4,,0,,0,,0,,,0,,,0,,,2.8,KG,00AM69ZZFORPE4
0AM1520,ZFIN,KG,100,28,,0,,0,,0,,,0,,,0,,,2.8,KG,00AM69ZZFORPE4
0AM1519,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0.75,KG,00AM69ZZFORPE4
0AM1519,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.75,KG,00AM69ZZFORPE4
0AM1519,ZFIN,L,100,75,,0,,0,,0,,,0,,,0,,,0.75,KG,00AM69ZZFORPE4
0AM1519,ZFIN,ZCE,100,10,,0,,0,,0,,,0,,,0,,,0.75,KG,00AM69ZZFORPE4
0AM1519,ZFIN,KG,100,75,,0,,0,,0,,,0,,,0,,,0.75,KG,00AM69ZZFORPE4
0AM1518,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0.5,KG,00AM69ZZFORPE4
0AM1518,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1518,ZFIN,L,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1518,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1518,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1517,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0.5,KG,00AM69ZZFORPE4
0AM1517,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1517,ZFIN,L,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1517,ZFIN,ZCE,100,7,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1517,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1516,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,0.5,KG,00AM69ZZFORPE4
0AM1516,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1516,ZFIN,L,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1516,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1516,ZFIN,KG,100,50,,0,,0,,0,,,0,,,0,,,0.5,KG,00AM69ZZFORPE4
0AM1515,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,2,KG,00AM69ZZFORPE4
0AM1515,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1515,ZFIN,PAL,40,1,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1515,ZFIN,L,100,200,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1515,ZFIN,ZCE,100,26,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1515,ZFIN,KG,100,1200,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1514,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,1.5,KG,00AM69ZZFORPE4
0AM1514,ZFIN,CAJ,1,1,,0,,0,,0,,,0,,,0,,,1.5,KG,00AM69ZZFORPE4
0AM1514,ZFIN,L,100,150,,0,,0,,0,,,0,,,0,,,1.5,KG,00AM69ZZFORPE4
0AM1514,ZFIN,ZCE,100,20,,0,,0,,0,,,0,,,0,,,1.5,KG,00AM69ZZFORPE4
0AM1514,ZFIN,KG,100,150,,0,,0,,0,,,0,,,0,,,1.5,KG,00AM69ZZFORPE4
0AM1514,ZFIN,UN,1,1,5075942,0,,0,,0,,,1.5,L,L,1.5,KG,KG,1.5,KG,00AM69ZZFORPE4
0AM1514,ZFIN,PAL,40,1,5075959,0,,0,,0,,,0,,,0,,,1.5,KG,00AM69ZZFORPE4
0AM1513,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,1,KG,00AM69ZZFORPE4
0AM1513,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1513,ZFIN,PAL,40,1,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1513,ZFIN,L,100,100,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1513,ZFIN,ZCE,100,13,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1513,ZFIN,KG,100,100,,0,,0,,0,,,0,,,0,,,1,KG,00AM69ZZFORPE4
0AM1512,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,2,KG,00AM69ZZFORPE4
0AM1512,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1512,ZFIN,PAL,40,1,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1512,ZFIN,L,100,200,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1512,ZFIN,ZCE,100,26,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1512,ZFIN,KG,100,200,,0,,0,,0,,,0,,,0,,,2,KG,00AM69ZZFORPE4
0AM1511,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,25,KG,00AM69ZZFORGE4
0AM1511,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,25,KG,00AM69ZZFORGE4
0AM1511,ZFIN,PAL,24,1,,0,,0,,0,,,0,,,0,,,25,KG,00AM69ZZFORGE4
0AM1511,ZFIN,L,100,2500,,0,,0,,0,,,0,,,0,,,25,KG,00AM69ZZFORGE4
0AM1511,ZFIN,ZCE,100,325,,0,,0,,0,,,0,,,0,,,25,KG,00AM69ZZFORGE4
0AM1511,ZFIN,KG,100,2500,,0,,0,,0,,,0,,,0,,,25,KG,00AM69ZZFORGE4
0AM1510,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,250,KG,00AM69ZZFORPE4
0AM1510,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1510,ZFIN,PAL,40,1,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1510,ZFIN,L,100,25,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1510,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1510,ZFIN,KG,100,25,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1509,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,250,KG,00AM69ZZFORPE4
0AM1509,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1509,ZFIN,PAL,40,1,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1509,ZFIN,L,100,25,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1509,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1509,ZFIN,KG,100,25,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1508,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,250,KG,00AM69ZZFORPE4
0AM1508,ZFIN,ZPR,1,1,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1508,ZFIN,PAL,40,1,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1508,ZFIN,L,100,25,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1508,ZFIN,ZCE,100,3,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1508,ZFIN,KG,100,25,,0,,0,,0,,,0,,,0,,,250,KG,00AM69ZZFORPE4
0AM1507,ZFIN,UN,1,1,,0,,0,,0,,,0,,,0,KG,KG,250,KG,00AM69ZZFORPE4
