date,transport_id,location_id,client,item,item_description,amount,unit,converted_amount
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,FDL13,FREE DAMM LIMON 1/3 RET. PP,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,XI13,XIBECA 5% 1/3 RET,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,0VE0463,SOLAR DE ZUNIL TINTO 75CL 6U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,0LM0376,TECNOPACKING BOLSA KRAFT 14+7X24 1000U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,0AM5388,PROEZA ZANAHORIA RALLADA 3KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,0AM5391,PROEZA REMOLACHA RALLADA 3KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,0AM5393,PROEZA CEBOLLA FRITA A.GIRASOL LATA 3KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,0AM5517,PROEZA MAIZ 500GR  1U,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,0AM5383,PROEZA TOMATE FRITO EXTRA LATA 3KG,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,DL13,DAMM LEMON 1/3 RET,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,XI13,XIBECA 5% 1/3 RET,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Casal de la Gent Gran de Palaudàrie,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RSTE. L'OLIVE,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RSTE. L'OLIVE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RSTE. L'OLIVE,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",15,caj,135.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RSTE. L'OLIVE,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RSTE. L'OLIVE,FDT13,FREE DAMM TOSTADA 1/3 RET. PP,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RSTE. L'OLIVE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RSTE. L'OLIVE,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RSTE. L'OLIVE,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,0CF0080,XPLICIT NATURAL CREMOSO 1KG,7,un,7.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,ED13,ESTRELLA DAMM 1/3 RET. PP,7,caj,63.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,7,caj,63.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,ED15LN,ESTRELLA DAMM 1/5 LN,3,caj,27.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,caj,27.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,VE12SP,AGUA VERI 1/2 PET CAJA 24U. T.TH,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",4,caj,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,0CF0058,XPLICIT DESCAFEINADO 500GR,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,0CF0080,XPLICIT NATURAL CREMOSO 1KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,0LI0053,TORRES 5 BRANDY 70CL,2,bot,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,0AM1610,GIMAR MAGDALENA CASERA 710G 9U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,0AM1290,XPLICIT AZUCAR 7GR  1000U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,0AM1634,XPLICIT EDULCORANTE 1G 150U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,ED15LN,ESTRELLA DAMM 1/5 LN,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR AVENIDA PARETS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",4,caj,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0LT0103,YOSOY AVENA BARISTA 1L BRIK 6U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",4,caj,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0LI0034,MARTINI ROSSO VERMOUTH 1L,1,bot,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0RF0019,/-COCA COLA LATA 33CL 24U,3,caj,27.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0RF0020,/-FANTA NARANJA LATA 33CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0RF0021,/-FANTA LIMON LATA 33 CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,3,caj,27.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0LI0224,BALLANTINE'S WHISKY 1L,1,bot,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0LI0719,LAGAR DO FRADE ORUJO DE HIERBAS PET 3L,1,bot,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM1100,LELIA ACEITUNA KALAMATA 1 KG.,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM1598,BAYO ARROZ BOMBA 5 KG,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM5394,PROEZA ATUN A.GIRASOL BOLSA 1KG,5,un,5.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM0234,SAL GARCIA SAL FINA PARA LA MESA 1KG 20U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM0154,FAISAN FIDEOS Nº 2 ENTREFINOS 5KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM0425,CHOVI SALSA BARBACOA 2KG,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM4937,"CHOVI MAYONESA PROFESIONAL 3,6KG",1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM1206,GANCEDO PASAS SULTANAS 1KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM1460,GANCEDO PIPAS PELADAS FRITAS 1KG,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM1619,ITAC NUEZ PELADA USA SELEC.1KG (NUEVO),1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM0714,NUTELLA 3 KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM5606,"JUANFRA CHUPADEDOS 2,5KG 1U",1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM5074,CARMENCITA AZUCAR GLAS 670G,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM5015,PROMOLAC SIROPE DE FRESA 1KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM5064,PROMOLAC SIROPE DE CHOCOLATE 1KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0VE2625,PROTOS TINTO JOVEN 75CL 1U,6,un,6.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM0783,LOTUS BISCOFF 300U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,RESTAURANTE SIBLINGS,0AM0783,LOTUS BISCOFF 300U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,LA TAVERNA DEL ULTIMO HEAVY,FDL13,FREE DAMM LIMON 1/3 RET. PP,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,LA TAVERNA DEL ULTIMO HEAVY,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,LA TAVERNA DEL ULTIMO HEAVY,VE13SP,AGUA VERI 1/3 PET CAJA 35U. T.TH,3,caj,27.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,LA TAVERNA DEL ULTIMO HEAVY,FDL13,FREE DAMM LIMON 1/3 RET. PP,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,LA TAVERNA DEL ULTIMO HEAVY,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,LA TAVERNA DEL ULTIMO HEAVY,0RF0019,/-COCA COLA LATA 33CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,LA TAVERNA DEL ULTIMO HEAVY,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PASTISSERIA JOAN,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PASTISSERIA JOAN,3ENV0029,C.C. CACAOLAT 30 U.,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PASTISSERIA JOAN,0LT0234,LA LEVANTINA SOJA ESPECIAL HOST 1L 6U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PASTISSERIA JOAN,0LT0235,LA LEVANTINA AVENA ESP.HOST 1L 6U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PASTISSERIA JOAN,0LT0009,LETONA GRAN CREME 1L VR 12U,3,caj,27.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PASTISSERIA JOAN,3ENV1281,C.C. LECHE LETONA (NUEVO),3,caj,27.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PASTISSERIA JOAN,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0AG0007,"FONT D.OR NATURAL 1,5L PET 12U",6,caj,54.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0AG0004,FONT D.OR NATURAL 1/2 PET 24U,6,caj,54.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0AG0027,VICHY CATALAN GAS 1/3 LT SLEEK 24U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0LT0103,YOSOY AVENA BARISTA 1L BRIK 6U,3,caj,27.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,3ENV0029,C.C. CACAOLAT 30 U.,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0LT0009,LETONA GRAN CREME 1L VR 12U,4,caj,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,3ENV1281,C.C. LECHE LETONA (NUEVO),4,caj,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0LT0090,LETONA SEMI SIN LACTOSA 1L PET 6U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0VE0524,SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0CF0410,MOMENT TEA  MANZANILLA E15 15U,1,est,
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0CF0411,MOMENT TEA ROJO PU ERH 15U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0CF0412,MOMENT TEA ROOIBOS COPACABANA 15U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0CF0355,BONKA ESSENTIA DESCAFEINADO GRANO 500G,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0CF1122,MOMENT TEA  CHAI TEA LATTE 10U,16,caj,144.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0CF1123,MOMENT TEA  TÉ MATCHA LATTE 10U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0CF0124,MOMENT TEA MENTA POLEO 15U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0CF0128,MOMENT TEA VERDEJENGIBRE 15U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0CF1034,BONKA ESSENTIA ECOLÓGICO GRANO 1KG,6,un,6.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0ZU0024,GRANINI PIÑA 20CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0AM3565,BARGALLO ACEITE GOURMET SOL GIRASOL 20L,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0AM5396,BARGALLO OLI FRIT FRIT 20L,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0AM0876,AZUCAR MORENO CEPAC 6G 500U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0AM1291,AZUCAR BLANCO BOLSITA 7GR ''BARES''1000U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0AM1634,XPLICIT EDULCORANTE 1G 150U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,PISCINAS LES CREMADES,0AM1138,NOCILLA REPOSTERIA PROF S/ACEIT PALMA 2K,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,ED15LN,ESTRELLA DAMM 1/5 LN,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,0LT0032,CACAOLAT VIDRIO 20CL RET 30U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,3ENV0029,C.C. CACAOLAT 30 U.,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,0LT0009,LETONA GRAN CREME 1L VR 12U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,3ENV1281,C.C. LECHE LETONA (NUEVO),2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,0RF0019,/-COCA COLA LATA 33CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,0RF0020,/-FANTA NARANJA LATA 33CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,NTL13LT6,NESTEA LIMON 1/3 LATA 4U-PACK 6U.,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,0ZU0020,GRANINI MELOCOTON  20CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,0LI0053,TORRES 5 BRANDY 70CL,1,bot,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,0AM4158,SABOR DEL SUR ACEITE VIRGEN EXTRA 5L,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,0AM5617,BONAPI MIEL MILFLORES JARRA 3KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,FDL13,FREE DAMM LIMON 1/3 RET. PP,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,VO13,VOLL-DAMM 1/3 RET.,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,FD13,FREE DAMM 1/3 RET.,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR LA TAHONA,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,ED13,ESTRELLA DAMM 1/3 RET. PP,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,0VE0542,IRREVERENTE TINTO JOVEN 75CL 6U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,0VE0506,HALLAZGO JOVEN 75CL 6U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,0VE0530,RECAREDO TERRES BRUT NATURE 75CL 1U,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,0CF0080,XPLICIT NATURAL CREMOSO 1KG,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,0LI0138,BAILEYS ORIGINAL 1L,1,bot,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,0LI0247,ANIS DEL MONO DULCE 70CL,2,bot,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,0AM5310,BARGALLO RUGIN OLI FREGIR ALT OLEICO 20L,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,ED13,ESTRELLA DAMM 1/3 RET. PP,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,THE JOSE'S BAR PARETS,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,ED13,ESTRELLA DAMM 1/3 RET. PP,4,caj,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,caj,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,TU20,TURIA BARRIL 20L.,1,brl,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,BRL20V,BARRIL INOX 20L. TANQUETA A16,1,brl,36.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,0ZU0020,GRANINI MELOCOTON  20CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,0AM0506,"REDONDO ALIÑO DE LA ABUELA 2,5 KG.",1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,0AM0088,JAE GARBANZO EXTRA 3KG,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,0AM0168,MONTSIÀ ARROZ VAPORIZADO 5 KG.,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,0AM0089,JAE JUDIA LARGA BLANCA EXTRA 3KG,3,un,3.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,ED13,ESTRELLA DAMM 1/3 RET. PP,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,Restaurante Adela de Lliçà d'Amunt,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,VO13,VOLL-DAMM 1/3 RET.,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0LT0009,LETONA GRAN CREME 1L VR 12U,2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,3ENV1281,C.C. LECHE LETONA (NUEVO),2,caj,18.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0RF1697,/-COCA COLA IMPORT LATA33 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0RF1698,/-COCA COLA ZERO IMPORT LATA33 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0RF0482,TRINA NARANJA SLEEK 33CL 24U,1,caj,9.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0AM5388,PROEZA ZANAHORIA RALLADA 3KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0AM0553,CHOVI SALSA BRAVA ESP PATATAS 1 KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0AM5383,PROEZA TOMATE FRITO EXTRA LATA 3KG,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0LM1712,BALNIC LAVAVAJILLAS MANUAL PH NEUTRO 5KG,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0AM5510,PROEZA JUDIA BLANCA 3KG 1U,2,un,2.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0AM5387,PROEZA TOMATE TRITURADO 5KG,1,un,1.0
03/03/2026,11529100,JOSE MARIA SORIA JURADO,BAR ROMERO,0AM0364,CHOVI SALSA CESAR 85CL,1,un,1.0
