Deudor,Organización ventas,Canal distribución,Sector,Día semana,Turno,Nombre 1,Descripción,Descripción,Descripción,Horario inicia a,Horario termina a,Cierre Si/No
9100480482,235,1,8,5,1,BAR MILANA BRASERIA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,18:00:00,
9100484329,235,1,8,1,1,RESTAURANTE MASIA PALOU,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:00:00,
9100484329,235,1,8,2,1,RESTAURANTE MASIA PALOU,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:00:00,
9100484329,235,1,8,3,1,RESTAURANTE MASIA PALOU,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:00:00,
9100484329,235,1,8,4,1,RESTAURANTE MASIA PALOU,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:00:00,
9100484329,235,1,8,5,1,RESTAURANTE MASIA PALOU,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,12:00:00,
9100486030,235,1,8,1,1,CAMPO FUTBOL PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100486030,235,1,8,2,1,CAMPO FUTBOL PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100486030,235,1,8,3,1,CAMPO FUTBOL PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100486030,235,1,8,4,1,CAMPO FUTBOL PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100486030,235,1,8,5,1,CAMPO FUTBOL PARETS,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100489640,235,1,8,1,1,BAR CA LA CISCA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100492349,235,1,8,1,1,ROSTISSERIA LA ROTONDA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100492349,235,1,8,2,1,ROSTISSERIA LA ROTONDA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100492349,235,1,8,3,1,ROSTISSERIA LA ROTONDA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100492605,235,1,8,2,1,ALEX DONNER KEBAB,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100493598,235,1,8,1,1,RESTAURANT LA SALUT,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100493598,235,1,8,2,1,RESTAURANT LA SALUT,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,12:00:00,
9100493598,235,1,8,3,1,RESTAURANT LA SALUT,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,12:00:00,
9100493598,235,1,8,4,1,RESTAURANT LA SALUT,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,12:00:00,
9100493598,235,1,8,5,1,RESTAURANT LA SALUT,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,12:00:00,
9100494087,235,1,8,1,1,SEVEN DAYS RAMBLA NOVA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100494087,235,1,8,2,1,SEVEN DAYS RAMBLA NOVA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100494087,235,1,8,3,1,SEVEN DAYS RAMBLA NOVA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100494087,235,1,8,4,1,SEVEN DAYS RAMBLA NOVA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100494087,235,1,8,5,1,SEVEN DAYS RAMBLA NOVA,DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100497829,235,1,8,3,1,BAR LOS ARCES,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100503002,235,1,8,1,1,LA VERMOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100503002,235,1,8,2,1,LA VERMOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100503002,235,1,8,3,1,LA VERMOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100503002,235,1,8,4,1,LA VERMOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100503002,235,1,8,5,1,LA VERMOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100503205,235,1,8,2,1,BAR FRAYMAN,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100503664,235,1,8,1,1,BAR CAFETERIA LLIÇÀ D’AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,15:00:00,
9100503664,235,1,8,2,1,BAR CAFETERIA LLIÇÀ D’AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,15:00:00,
9100503664,235,1,8,3,1,BAR CAFETERIA LLIÇÀ D’AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,15:00:00,
9100503664,235,1,8,4,1,BAR CAFETERIA LLIÇÀ D’AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,15:00:00,
9100503664,235,1,8,5,1,BAR CAFETERIA LLIÇÀ D’AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,15:00:00,
9100507051,235,1,8,1,2,CLUB RUGBY SPARTANS GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100507051,235,1,8,2,2,CLUB RUGBY SPARTANS GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100507051,235,1,8,3,2,CLUB RUGBY SPARTANS GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100507051,235,1,8,4,2,CLUB RUGBY SPARTANS GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100507051,235,1,8,5,2,CLUB RUGBY SPARTANS GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100511992,235,1,8,1,1,LA TREMENDA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,14:00:00,
9100511992,235,1,8,2,1,LA TREMENDA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,14:00:00,
9100511992,235,1,8,3,1,LA TREMENDA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,14:00:00,
9100511992,235,1,8,4,1,LA TREMENDA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,14:00:00,
9100511992,235,1,8,5,1,LA TREMENDA,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,14:00:00,
9100512193,235,1,8,1,1,SEVEN DAYS SUPER (ESTACIÓ),DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100512193,235,1,8,2,1,SEVEN DAYS SUPER (ESTACIÓ),DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100512193,235,1,8,3,1,SEVEN DAYS SUPER (ESTACIÓ),DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100512193,235,1,8,4,1,SEVEN DAYS SUPER (ESTACIÓ),DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100512193,235,1,8,5,1,SEVEN DAYS SUPER (ESTACIÓ),DDI MOLLET,Canal distrib.MARCA,DDI,09:00:00,21:00:00,
9100513397,235,1,8,1,1,BAR LA VERMUTERIA,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,16:00:00,
9100513397,235,1,8,2,1,BAR LA VERMUTERIA,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,16:00:00,
9100513397,235,1,8,3,1,BAR LA VERMUTERIA,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,16:00:00,
9100513397,235,1,8,4,1,BAR LA VERMUTERIA,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,16:00:00,
9100513397,235,1,8,5,1,BAR LA VERMUTERIA,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,16:00:00,
9100517443,235,1,8,1,1,CAFETERIA JALEY,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,12:30:00,
9100517443,235,1,8,2,1,CAFETERIA JALEY,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,12:30:00,
9100517443,235,1,8,3,1,CAFETERIA JALEY,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,12:30:00,
9100517443,235,1,8,4,1,CAFETERIA JALEY,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,12:30:00,
9100517443,235,1,8,5,1,CAFETERIA JALEY,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,12:30:00,
9100519944,235,1,8,1,1,RESTAURANTE SUSHIGAWA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,16:00:00,
9100519944,235,1,8,2,1,RESTAURANTE SUSHIGAWA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,16:00:00,
9100519944,235,1,8,3,1,RESTAURANTE SUSHIGAWA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,16:00:00,
9100519944,235,1,8,4,1,RESTAURANTE SUSHIGAWA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,16:00:00,
9100519944,235,1,8,5,1,RESTAURANTE SUSHIGAWA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,16:00:00,
9100520929,235,1,8,1,1,BAR GUILLERMO,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,13:30:00,
9100520929,235,1,8,2,1,BAR GUILLERMO,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,13:30:00,
9100520929,235,1,8,3,1,BAR GUILLERMO,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,13:30:00,
9100520929,235,1,8,4,1,BAR GUILLERMO,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,13:30:00,
9100520929,235,1,8,5,1,BAR GUILLERMO,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,13:30:00,
9100521678,235,1,8,1,1,PAPUA COLL DE LA MANYA,DDI MOLLET,Canal distrib.MARCA,DDI,06:00:00,11:00:00,
9100521678,235,1,8,2,1,PAPUA COLL DE LA MANYA,DDI MOLLET,Canal distrib.MARCA,DDI,06:00:00,11:00:00,
9100521678,235,1,8,3,1,PAPUA COLL DE LA MANYA,DDI MOLLET,Canal distrib.MARCA,DDI,06:00:00,11:00:00,
9100521678,235,1,8,4,1,PAPUA COLL DE LA MANYA,DDI MOLLET,Canal distrib.MARCA,DDI,06:00:00,11:00:00,
9100521678,235,1,8,5,1,PAPUA COLL DE LA MANYA,DDI MOLLET,Canal distrib.MARCA,DDI,06:00:00,11:00:00,
9100521964,235,1,8,1,1,A&H BEER ISTANBUL KEBAB,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,20:00:00,
9100521964,235,1,8,2,1,A&H BEER ISTANBUL KEBAB,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,20:00:00,
9100521964,235,1,8,3,1,A&H BEER ISTANBUL KEBAB,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,20:00:00,
9100521964,235,1,8,4,1,A&H BEER ISTANBUL KEBAB,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,20:00:00,
9100521964,235,1,8,5,1,A&H BEER ISTANBUL KEBAB,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,20:00:00,
9100523980,235,1,8,1,1,CONFIDENCIAL,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100526891,235,1,8,1,1,ALMANSA BAR,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100528985,235,1,8,1,1,SALTING GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,14:00:00,
9100528985,235,1,8,2,1,SALTING GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,14:00:00,
9100528985,235,1,8,3,1,SALTING GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,14:00:00,
9100528985,235,1,8,4,1,SALTING GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,14:00:00,
9100528985,235,1,8,5,1,SALTING GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,14:00:00,
9100530920,235,1,8,1,1,VILAMARIA GASTROBAR,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100535566,235,1,8,1,1,las peñas,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,18:00:00,
9100535566,235,1,8,2,1,las peñas,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,18:00:00,
9100535566,235,1,8,3,1,las peñas,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,18:00:00,
9100535566,235,1,8,4,1,las peñas,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,18:00:00,
9100535566,235,1,8,5,1,las peñas,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,18:00:00,
9100537107,235,1,8,1,1,GENSO BY IZAKAYA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100542069,235,1,8,1,1, BAR BISHOP,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,X
9100542069,235,1,8,2,1, BAR BISHOP,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,
9100542069,235,1,8,3,1, BAR BISHOP,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,
9100542069,235,1,8,4,1, BAR BISHOP,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,
9100542069,235,1,8,5,1, BAR BISHOP,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,
9100545339,235,1,8,1,1,BAR TAPAS EL ESCONDITE,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,17:00:00,
9100545339,235,1,8,2,1,BAR TAPAS EL ESCONDITE,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,17:00:00,
9100545339,235,1,8,3,1,BAR TAPAS EL ESCONDITE,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,17:00:00,
9100545339,235,1,8,4,1,BAR TAPAS EL ESCONDITE,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,17:00:00,
9100545339,235,1,8,5,1,BAR TAPAS EL ESCONDITE,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,17:00:00,
9100545628,235,1,8,1,1,PITAPES BERENGUER,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100545628,235,1,8,2,1,PITAPES BERENGUER,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100545628,235,1,8,3,1,PITAPES BERENGUER,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100545628,235,1,8,4,1,PITAPES BERENGUER,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100545628,235,1,8,5,1,PITAPES BERENGUER,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,13:00:00,
9100546081,235,1,8,2,1,ESPAI GASTROBAR,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100547290,235,1,8,2,1,BAR SERRA LLIÇA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100551431,235,1,8,1,1,BAR CENTRE VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,12:30:00,
9100551431,235,1,8,2,1,BAR CENTRE VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,12:30:00,
9100551431,235,1,8,3,1,BAR CENTRE VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,12:30:00,
9100551431,235,1,8,4,1,BAR CENTRE VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,12:30:00,
9100551431,235,1,8,5,1,BAR CENTRE VALLES,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,12:30:00,
9100553092,235,1,8,3,1,GARDEN PIZZA (GRANOLLERS),DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,13:00:00,
9100558674,235,1,8,1,1,BAR RESTAURANT ALMANSA,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,22:00:00,
9100558674,235,1,8,2,1,BAR RESTAURANT ALMANSA,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,22:00:00,
9100558674,235,1,8,3,1,BAR RESTAURANT ALMANSA,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,22:00:00,
9100558674,235,1,8,4,1,BAR RESTAURANT ALMANSA,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,22:00:00,
9100558674,235,1,8,5,1,BAR RESTAURANT ALMANSA,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,22:00:00,
9100559085,235,1,8,1,2,CAMP FUTBOL MARTORELLES (BAR),DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100559085,235,1,8,2,2,CAMP FUTBOL MARTORELLES (BAR),DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100559085,235,1,8,3,2,CAMP FUTBOL MARTORELLES (BAR),DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100559085,235,1,8,4,2,CAMP FUTBOL MARTORELLES (BAR),DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100559085,235,1,8,5,2,CAMP FUTBOL MARTORELLES (BAR),DDI MOLLET,Canal distrib.MARCA,DDI,17:00:00,21:00:00,
9100559291,235,1,8,1,1,INDOORWALL GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,21:00:00,
9100559291,235,1,8,2,1,INDOORWALL GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,21:00:00,
9100559291,235,1,8,3,1,INDOORWALL GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,21:00:00,
9100559291,235,1,8,4,1,INDOORWALL GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,21:00:00,
9100559291,235,1,8,5,1,INDOORWALL GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:00:00,21:00:00,
9100559590,235,1,8,1,1,CA LA SABINA,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100560544,235,1,8,1,1,CAFETERIA LUISIANA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100560544,235,1,8,2,1,CAFETERIA LUISIANA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100560544,235,1,8,3,1,CAFETERIA LUISIANA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100560544,235,1,8,4,1,CAFETERIA LUISIANA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100560544,235,1,8,5,1,CAFETERIA LUISIANA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,13:00:00,
9100563161,235,1,8,1,1,CAFE BAR 83,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100563722,235,1,8,1,1,BAR LA CUCA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,
9100563722,235,1,8,2,1,BAR LA CUCA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,
9100563722,235,1,8,3,1,BAR LA CUCA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,
9100563722,235,1,8,4,1,BAR LA CUCA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,
9100563722,235,1,8,5,1,BAR LA CUCA,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,12:30:00,
9100565225,235,1,8,1,1,PISCINAS LES CREMADES,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,10:00:00,
9100565225,235,1,8,2,1,PISCINAS LES CREMADES,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,10:00:00,
9100565225,235,1,8,3,1,PISCINAS LES CREMADES,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,10:00:00,
9100565225,235,1,8,4,1,PISCINAS LES CREMADES,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,10:00:00,
9100565225,235,1,8,5,1,PISCINAS LES CREMADES,DDI MOLLET,Canal distrib.MARCA,DDI,07:30:00,10:00:00,
9100565630,235,1,8,1,1,BAR SUPABOYS,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100566100,235,1,8,1,1,OH LA LA,DDI MOLLET,Canal distrib.MARCA,DDI,08:00:00,16:30:38,
9100568067,235,1,8,1,1,SUSHI HE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100568067,235,1,8,2,1,SUSHI HE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100568067,235,1,8,3,1,SUSHI HE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100568067,235,1,8,4,1,SUSHI HE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100568067,235,1,8,5,1,SUSHI HE GRANOLLERS,DDI MOLLET,Canal distrib.MARCA,DDI,11:30:00,16:00:00,
9100569006,235,1,8,1,1,PASTISSERIA JOAN,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100570635,235,1,8,1,1,ROYAL HARYANVI INDIAN RESTAURANTE,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,22:00:00,
9100570635,235,1,8,2,1,ROYAL HARYANVI INDIAN RESTAURANTE,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,22:00:00,
9100570635,235,1,8,3,1,ROYAL HARYANVI INDIAN RESTAURANTE,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,22:00:00,
9100570635,235,1,8,4,1,ROYAL HARYANVI INDIAN RESTAURANTE,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,22:00:00,
9100570635,235,1,8,5,1,ROYAL HARYANVI INDIAN RESTAURANTE,DDI MOLLET,Canal distrib.MARCA,DDI,12:00:00,22:00:00,
9100574514,235,1,8,1,1,COREFO (BAR),DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100579782,235,1,8,2,1,BAR  EL NOU TUNEL,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:01,00:00:02,
9100580344,235,1,8,1,1,PACK CATALUNYA BAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100580344,235,1,8,2,1,PACK CATALUNYA BAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100580344,235,1,8,3,1,PACK CATALUNYA BAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100580344,235,1,8,4,1,PACK CATALUNYA BAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100580344,235,1,8,5,1,PACK CATALUNYA BAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100587829,235,1,8,1,1,BAR ZHOU,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,13:00:00,
9100587829,235,1,8,2,1,BAR ZHOU,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,13:00:00,
9100587829,235,1,8,3,1,BAR ZHOU,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,13:00:00,
9100587829,235,1,8,4,1,BAR ZHOU,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,13:00:00,
9100587829,235,1,8,5,1,BAR ZHOU,DDI MOLLET,Canal distrib.MARCA,DDI,09:30:00,20:00:00,
9100591127,235,1,8,3,1,MING BAR RESTAURANTE,DDI MOLLET,Canal distrib.MARCA,DDI,00:00:00,00:00:00,X
9100601980,235,1,8,1,1,MODERN FOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100601980,235,1,8,2,1,MODERN FOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100601980,235,1,8,3,1,MODERN FOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100601980,235,1,8,4,1,MODERN FOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100601980,235,1,8,5,1,MODERN FOOD,DDI MOLLET,Canal distrib.MARCA,DDI,10:30:00,16:00:00,
9100615213,235,1,8,1,1,CLUB ESPORTIU LLIÇA D'AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,08:15:00,
9100615213,235,1,8,2,1,CLUB ESPORTIU LLIÇA D'AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,08:15:00,
9100615213,235,1,8,3,1,CLUB ESPORTIU LLIÇA D'AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,08:15:00,
9100615213,235,1,8,4,1,CLUB ESPORTIU LLIÇA D'AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,08:15:00,
9100615213,235,1,8,5,1,CLUB ESPORTIU LLIÇA D'AMUNT,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,08:15:00,
9100620847,235,1,8,1,1,CAN GALLINA GASTROBAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100620847,235,1,8,2,1,CAN GALLINA GASTROBAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100620847,235,1,8,3,1,CAN GALLINA GASTROBAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100620847,235,1,8,4,1,CAN GALLINA GASTROBAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100620847,235,1,8,5,1,CAN GALLINA GASTROBAR,DDI MOLLET,Canal distrib.MARCA,DDI,10:00:00,12:00:00,
9100621389,235,1,8,1,1,BAR LA CANTINA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100621389,235,1,8,2,1,BAR LA CANTINA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100621389,235,1,8,3,1,BAR LA CANTINA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100621389,235,1,8,4,1,BAR LA CANTINA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100621389,235,1,8,5,1,BAR LA CANTINA,DDI MOLLET,Canal distrib.MARCA,DDI,07:00:00,10:00:00,
9100629126,235,1,8,1,1,DONNER POMPEU FABRA,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,20:00:00,
9100629126,235,1,8,2,1,DONNER POMPEU FABRA,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,20:00:00,
9100629126,235,1,8,3,1,DONNER POMPEU FABRA,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,20:00:00,
9100629126,235,1,8,4,1,DONNER POMPEU FABRA,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,20:00:00,
9100629126,235,1,8,5,1,DONNER POMPEU FABRA,DDI MOLLET,Canal distrib.MARCA,DDI,13:00:00,20:00:00,
9100629788,235,1,8,1,1,BAR ALEBRIJES,DDI MOLLET,Canal distrib.MARCA,DDI,13:15:00,16:00:00,
